##NAMES=Uranophane
##RRUFFID=R070038
##IDEAL CHEMISTRY=Ca(UO_2_)_2_(SiO_3_OH)_2_·5H_2_O
##LOCALITY=Kyzulsai Mo-U deposit, south Kazakhstan
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Lemon-yellow granular coating
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction
##URL=https://www.rruff.net/odr/rruff_sample/R070038
##DIFFRACTION SAMPLE DESCRIPTION=Powder, using Mo radiation
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=532

244.4287, 40223.20
246.3571, 40274.54
248.2856, 40321.96
250.2141, 40369.17
252.1425, 40421.21
254.0710, 40477.17
255.9995, 40519.48
257.9279, 40540.81
259.8564, 40560.01
261.7849, 40585.92
263.7133, 40613.88
265.6418, 40643.72
267.5703, 40671.36
269.4987, 40702.55
271.4272, 40748.40
273.3557, 40831.42
275.2841, 40897.66
277.2126, 40920.43
279.1411, 40892.27
281.0695, 40875.53
282.9980, 40868.38
284.9265, 40874.26
286.8549, 40903.36
288.7834, 40970.32
290.7119, 41032.09
292.6404, 41078.26
294.5688, 41103.33
296.4973, 41115.07
298.4258, 41099.77
300.3542, 41083.41
302.2827, 41079.85
304.2112, 41088.88
306.1396, 41111.86
308.0681, 41161.98
309.9966, 41232.89
311.9250, 41279.71
313.8535, 41286.01
315.7820, 41284.55
317.7104, 41292.14
319.6389, 41311.76
321.5674, 41336.04
323.4958, 41370.98
325.4243, 41409.60
327.3527, 41439.47
329.2812, 41461.50
331.2097, 41471.99
333.1381, 41468.93
335.0666, 41447.79
336.9951, 41425.15
338.9235, 41388.22
340.8520, 41357.47
342.7805, 41348.63
344.7089, 41372.11
346.6374, 41402.99
348.5659, 41447.38
350.4943, 41501.57
352.4228, 41529.37
354.3513, 41507.16
356.2797, 41480.48
358.2082, 41473.93
360.1367, 41500.40
362.0651, 41527.12
363.9936, 41558.14
365.9221, 41585.08
367.8505, 41601.32
369.7790, 41600.73
371.7075, 41597.07
373.6359, 41594.07
375.5644, 41593.18
377.4929, 41596.02
379.4213, 41602.14
381.3498, 41610.79
383.2783, 41626.06
385.2067, 41662.38
387.1352, 41677.17
389.0637, 41647.55
390.9921, 41583.94
392.9206, 41539.94
394.8491, 41502.18
396.7775, 41501.05
398.7060, 41560.41
400.6345, 41723.17
402.5629, 41821.51
404.4914, 41805.72
406.4199, 41744.94
408.3483, 41727.34
410.2768, 41774.61
412.2053, 41808.16
414.1337, 41799.34
416.0622, 41754.74
417.9907, 41721.15
419.9191, 41700.05
421.8476, 41684.64
423.7761, 41675.82
425.7045, 41674.91
427.6330, 41684.07
429.5615, 41709.09
431.4899, 41733.19
433.4184, 41752.14
435.3469, 41779.87
437.2753, 41797.21
439.2038, 41749.25
441.1323, 41640.87
443.0607, 41595.44
444.9892, 41698.00
446.9177, 41806.02
448.8461, 41838.54
450.7746, 41799.02
452.7031, 41772.55
454.6315, 41786.69
456.5600, 41812.37
458.4885, 41824.03
460.4169, 41808.45
462.3454, 41793.49
464.2739, 41787.14
466.2023, 41783.78
468.1308, 41777.96
470.0593, 41765.98
471.9877, 41765.39
473.9162, 41768.26
475.8447, 41767.52
477.7731, 41774.40
479.7016, 41833.38
481.6301, 41898.53
483.5585, 41912.05
485.4870, 41833.14
487.4155, 41787.93
489.3439, 41807.80
491.2724, 41845.08
493.2009, 41852.24
495.1293, 41833.43
497.0578, 41845.05
498.9863, 41875.61
500.9147, 41916.80
502.8432, 41923.38
504.7717, 41880.24
506.7001, 41834.51
508.6286, 41822.37
510.5571, 41845.64
512.4855, 41870.54
514.4140, 41864.13
516.3425, 41837.93
518.2709, 41815.66
520.1994, 41819.84
522.1279, 41821.53
524.0563, 41782.78
525.9848, 41738.58
527.9133, 41745.23
529.8417, 41846.44
531.7702, 41918.17
533.6987, 41930.54
535.6271, 41892.35
537.5556, 41879.76
539.4841, 41916.31
541.4125, 41942.49
543.3410, 41928.19
545.2695, 41865.34
547.1979, 41851.41
549.1264, 41884.36
551.0549, 41924.13
552.9833, 41945.78
554.9118, 41963.54
556.8403, 41979.34
558.7687, 41984.13
560.6972, 41975.79
562.6257, 41953.11
564.5541, 41889.47
566.4826, 41856.79
568.4111, 41887.46
570.3395, 41957.58
572.2680, 42001.61
574.1965, 42004.31
576.1249, 41986.54
578.0534, 41958.05
579.9819, 41926.74
581.9103, 41923.59
583.8388, 41923.85
585.7673, 41919.71
587.6957, 41916.60
589.6242, 41930.53
591.5527, 41950.40
593.4811, 41960.25
595.4096, 41970.23
597.3381, 41995.85
599.2665, 42047.42
601.1950, 42085.42
603.1235, 42103.85
605.0519, 42105.52
606.9804, 42091.18
608.9089, 42053.01
610.8373, 42030.82
612.7658, 42023.59
614.6943, 42026.73
616.6227, 42049.00
618.5512, 42130.12
620.4797, 42202.24
622.4081, 42224.13
624.3366, 42180.61
626.2651, 42121.03
628.1935, 42099.83
630.1220, 42104.11
632.0505, 42135.10
633.9789, 42123.07
635.9074, 42092.39
637.8359, 42078.57
639.7643, 42087.58
641.6928, 42112.75
643.6213, 42166.70
645.5497, 42191.23
647.4782, 42142.71
649.4067, 42079.15
651.3351, 42060.59
653.2636, 42095.87
655.1921, 42136.09
657.1205, 42178.23
659.0490, 42212.53
660.9775, 42228.35
662.9059, 42218.17
664.8344, 42209.85
666.7629, 42202.79
668.6913, 42201.88
670.6198, 42206.51
672.5483, 42222.89
674.4767, 42247.76
676.4052, 42286.46
678.3337, 42316.70
680.2621, 42324.02
682.1906, 42296.66
684.1191, 42266.30
686.0475, 42237.36
687.9760, 42229.02
689.9045, 42219.87
691.8329, 42182.60
693.7614, 42157.08
695.6899, 42171.34
697.6183, 42204.58
699.5468, 42208.98
701.4753, 42192.94
703.4037, 42176.89
705.3322, 42155.44
707.2607, 42119.00
709.1891, 42100.76
711.1176, 42114.64
713.0461, 42141.76
714.9745, 42194.52
716.9030, 42253.20
718.8315, 42263.30
720.7599, 42195.92
722.6884, 42133.79
724.6169, 42109.30
726.5453, 42102.05
728.4738, 42105.43
730.4023, 42151.28
732.3307, 42193.54
734.2592, 42192.93
736.1877, 42131.51
738.1161, 42074.62
740.0446, 42012.73
741.9731, 41981.56
743.9016, 41999.56
745.8300, 42082.39
747.7585, 42141.19
749.6870, 42166.25
751.6154, 42169.88
753.5439, 42160.67
755.4724, 42146.13
757.4008, 42148.54
759.3293, 42192.50
761.2578, 42226.80
763.1862, 42224.14
765.1147, 42175.32
767.0432, 42138.59
768.9716, 42136.38
770.9001, 42129.11
772.8286, 42066.33
774.7570, 41945.82
776.6855, 41887.88
778.6140, 41980.40
780.5424, 42081.25
782.4709, 42091.12
784.3994, 41961.32
786.3278, 41892.33
788.2563, 41932.37
790.1848, 41993.58
792.1132, 42011.81
794.0417, 41987.38
795.9702, 41958.16
797.8986, 41922.28
799.8271, 41889.68
801.7556, 41869.04
803.6840, 41866.31
805.6125, 41859.84
807.5410, 41847.18
809.4694, 41829.79
811.3979, 41810.87
813.3264, 41787.34
815.2548, 41767.52
817.1833, 41756.68
819.1118, 41754.62
821.0402, 41752.93
822.9687, 41749.77
824.8972, 41733.35
826.8256, 41693.52
828.7541, 41656.90
830.6826, 41640.45
832.6110, 41653.13
834.5395, 41653.15
836.4680, 41620.25
838.3964, 41582.75
840.3249, 41570.60
842.2534, 41585.27
844.1818, 41588.91
846.1103, 41571.25
848.0388, 41555.21
849.9672, 41544.30
851.8957, 41537.58
853.8242, 41521.57
855.7526, 41491.75
857.6811, 41448.83
859.6096, 41400.14
861.5380, 41346.96
863.4665, 41306.95
865.3950, 41286.53
867.3234, 41283.89
869.2519, 41291.34
871.1804, 41293.56
873.1088, 41269.77
875.0373, 41204.52
876.9658, 41152.04
878.8942, 41158.19
880.8227, 41186.40
882.7512, 41180.79
884.6796, 41110.21
886.6081, 41058.40
888.5366, 41024.84
890.4650, 40990.59
892.3935, 40968.61
894.3220, 40967.61
896.2504, 40956.71
898.1789, 40912.99
900.1074, 40848.12
902.0358, 40801.75
903.9643, 40792.62
905.8928, 40791.16
