##NAMES=Cymrite
##RRUFFID=R080032
##IDEAL CHEMISTRY=Ba(Si,Al)_4_(O,OH)_8_·H_2_O
##LOCALITY=Langban, Filipstad, Varmland, Sweden
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Vitreous, massive opaque grey associated with calcite and phlogopite
##STATUS=The identification of this mineral is not yet confirmed
##URL=https://www.rruff.net/odr/rruff_sample/R080032
##DIFFRACTION SAMPLE DESCRIPTION=Powder, using Mo radiation
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=780

181.6297, 174.6878
183.5581, 171.9938
185.4866, 169.3345
187.4151, 166.8393
189.3435, 164.5798
191.2720, 162.7753
193.2005, 161.6208
195.1289, 160.2862
197.0574, 158.6668
198.9859, 157.0289
200.9143, 155.5201
202.8428, 154.0654
204.7713, 152.4995
206.6997, 150.8106
208.6282, 149.5353
210.5567, 148.8395
212.4851, 147.9989
214.4136, 146.5010
216.3421, 145.1699
218.2705, 144.7561
220.1990, 144.9226
222.1275, 144.3537
224.0559, 142.9339
225.9844, 141.7997
227.9129, 141.2700
229.8413, 140.7438
231.7698, 139.9119
233.6983, 139.0172
235.6267, 138.3346
237.5552, 137.8403
239.4837, 137.2932
241.4121, 136.6011
243.3406, 136.1675
245.2691, 136.3946
247.1975, 136.6424
249.1260, 136.1623
251.0545, 135.4940
252.9829, 136.1213
254.9114, 138.0095
256.8399, 140.1812
258.7683, 142.6075
260.6968, 145.0898
262.6253, 147.8885
264.5537, 150.4433
266.4822, 152.0453
268.4107, 152.9479
270.3391, 153.8150
272.2676, 154.5845
274.1961, 155.6229
276.1245, 156.9477
278.0530, 158.6660
279.9815, 161.0827
281.9099, 163.7613
283.8384, 166.0385
285.7669, 167.9682
287.6953, 170.0048
289.6238, 172.4258
291.5523, 174.4900
293.4807, 175.8624
295.4092, 177.0982
297.3377, 179.0613
299.2661, 180.8261
301.1946, 181.1876
303.1231, 180.1401
305.0515, 177.5108
306.9800, 172.0828
308.9085, 166.7559
310.8369, 162.0725
312.7654, 157.4268
314.6939, 151.7940
316.6223, 146.1413
318.5508, 142.2954
320.4793, 140.5507
322.4077, 139.4297
324.3362, 139.4194
326.2647, 139.1562
328.1931, 137.8665
330.1216, 136.9143
332.0501, 137.0408
333.9785, 138.0832
335.9070, 139.7812
337.8355, 142.0987
339.7639, 145.4025
341.6924, 149.6861
343.6209, 154.8178
345.5493, 160.6535
347.4778, 167.5362
349.4063, 175.7489
351.3347, 184.9646
353.2632, 194.7509
355.1917, 205.2295
357.1201, 215.2559
359.0486, 225.0503
360.9771, 233.7798
362.9055, 240.9996
364.8340, 247.3456
366.7625, 252.5957
368.6909, 257.6923
370.6194, 263.7585
372.5479, 270.8668
374.4763, 279.5092
376.4048, 289.8866
378.3333, 300.4315
380.2617, 311.0419
382.1902, 321.3652
384.1187, 331.6704
386.0471, 341.2790
387.9756, 349.8317
389.9041, 357.0960
391.8326, 362.4182
393.7610, 365.9291
395.6895, 364.9727
397.6180, 358.8438
399.5464, 348.6834
401.4749, 333.5572
403.4034, 316.3222
405.3318, 298.1368
407.2603, 279.5419
409.1888, 261.0788
411.1172, 243.0160
413.0457, 227.2763
414.9742, 214.1719
416.9026, 202.8644
418.8311, 193.6898
420.7596, 185.6044
422.6880, 178.1003
424.6165, 171.6133
426.5450, 166.8948
428.4734, 163.4805
430.4019, 160.3609
432.3304, 157.5041
434.2588, 155.0857
436.1873, 153.2196
438.1158, 151.7000
440.0442, 150.4959
441.9727, 149.6074
443.9012, 149.1609
445.8296, 148.8899
447.7581, 148.6283
449.6866, 148.3665
451.6150, 147.9794
453.5435, 147.3496
455.4720, 147.0417
457.4004, 147.7429
459.3289, 147.6780
461.2574, 146.1310
463.1858, 144.2715
465.1143, 142.6939
467.0428, 141.1853
468.9712, 139.4213
470.8997, 137.4183
472.8282, 135.6026
474.7566, 134.1218
476.6851, 132.4524
478.6136, 130.3582
480.5420, 128.5493
482.4705, 127.3193
484.3990, 126.2639
486.3274, 125.1175
488.2559, 124.0355
490.1844, 123.1767
492.1128, 122.4764
494.0413, 121.7973
495.9698, 121.1226
497.8982, 120.6314
499.8267, 120.4797
501.7552, 120.0641
503.6836, 118.8716
505.6121, 117.9891
507.5406, 118.2935
509.4690, 118.7782
511.3975, 118.7283
513.3260, 118.2999
515.2545, 117.5432
517.1829, 116.4811
519.1114, 115.8919
521.0399, 115.8012
522.9683, 115.9562
524.8968, 116.4781
526.8253, 116.8164
528.7537, 116.6826
530.6822, 116.5162
532.6107, 116.5405
534.5391, 116.5216
536.4676, 116.0776
538.3961, 115.4754
540.3245, 115.6181
542.2530, 116.4015
544.1815, 116.7151
546.1099, 116.3245
548.0384, 116.1293
549.9669, 116.5894
551.8953, 116.8327
553.8238, 116.3961
555.7523, 115.9666
557.6807, 116.2207
559.6092, 116.6245
561.5377, 116.2576
563.4661, 115.5116
565.3946, 115.3647
567.3231, 115.8460
569.2515, 116.3390
571.1800, 116.8316
573.1085, 117.2027
575.0369, 117.4820
576.9654, 117.6206
578.8939, 117.3823
580.8223, 117.2784
582.7508, 117.8004
584.6793, 118.3616
586.6077, 118.3874
588.5362, 118.0340
590.4647, 117.5984
592.3931, 117.0834
594.3216, 116.9762
596.2501, 117.6172
598.1785, 117.8267
600.1070, 117.0955
602.0355, 116.9443
603.9639, 118.0599
605.8924, 119.1673
607.8209, 119.7793
609.7493, 120.0410
611.6778, 119.7159
613.6063, 119.2855
615.5347, 119.7522
617.4632, 120.8845
619.3917, 121.2614
621.3201, 120.7265
623.2486, 120.7188
625.1771, 121.4133
627.1055, 121.8347
629.0340, 121.7105
630.9625, 121.7202
632.8909, 122.2945
634.8194, 122.7404
636.7479, 122.4168
638.6763, 122.1538
640.6048, 122.6305
642.5333, 123.3906
644.4617, 123.8479
646.3902, 124.2233
648.3187, 125.0653
650.2471, 126.3095
652.1756, 127.1552
654.1041, 127.5358
656.0325, 127.8500
657.9610, 128.1175
659.8895, 128.5940
661.8179, 129.4545
663.7464, 130.2162
665.6749, 130.9504
667.6033, 131.4906
669.5318, 131.2799
671.4603, 131.0359
673.3887, 131.7444
675.3172, 132.8194
677.2457, 133.1826
679.1741, 133.0218
681.1026, 133.1127
683.0311, 133.4782
684.9595, 133.2309
686.8880, 132.1799
688.8165, 130.9612
690.7449, 129.5566
692.6734, 128.3027
694.6019, 127.3825
696.5303, 126.4551
698.4588, 125.2373
700.3873, 124.1632
702.3157, 123.6737
704.2442, 123.3595
706.1727, 122.7747
708.1011, 122.0453
710.0296, 121.2574
711.9581, 120.4945
713.8865, 120.1131
715.8150, 120.1224
717.7435, 120.0802
719.6719, 119.9508
721.6004, 119.6466
723.5289, 118.9467
725.4573, 118.6527
727.3858, 119.0731
729.3143, 119.2411
731.2427, 118.8818
733.1712, 118.5516
735.0997, 118.1812
737.0281, 118.1336
738.9566, 119.2442
740.8851, 120.2428
742.8135, 119.4592
744.7420, 118.4720
746.6705, 119.5430
748.5989, 121.6615
750.5274, 122.5208
752.4559, 122.4920
754.3843, 123.3811
756.3128, 125.1434
758.2413, 126.4490
760.1697, 127.3027
762.0982, 128.2368
764.0267, 129.2701
765.9551, 130.3587
767.8836, 131.5215
769.8121, 132.5508
771.7405, 133.4273
773.6690, 134.1211
775.5975, 134.2506
777.5259, 134.7526
779.4544, 136.4561
781.3829, 138.0697
783.3113, 138.5055
785.2398, 138.8079
787.1683, 140.1456
789.0967, 141.7900
791.0252, 142.9055
792.9537, 143.3929
794.8821, 143.0414
796.8106, 142.1562
798.7391, 141.3369
800.6675, 140.4583
802.5960, 139.3158
804.5245, 137.9579
806.4529, 136.4964
808.3814, 134.8788
810.3099, 133.4590
812.2383, 132.4248
814.1668, 131.0575
816.0953, 128.8105
818.0237, 127.1583
819.9522, 126.6439
821.8807, 126.2581
823.8091, 125.8615
825.7376, 125.2854
827.6661, 124.2724
829.5945, 123.5523
831.5230, 123.5848
833.4515, 123.7024
835.3799, 123.4805
837.3084, 123.2307
839.2369, 123.2315
841.1653, 123.2804
843.0938, 123.4094
845.0223, 123.4669
846.9507, 122.8591
848.8792, 121.9698
850.8077, 121.8233
852.7361, 122.2158
854.6646, 122.3480
856.5931, 122.2241
858.5215, 122.2172
860.4500, 122.4225
862.3785, 122.4299
864.3069, 122.0143
866.2354, 122.0081
868.1639, 122.7382
870.0923, 122.7924
872.0208, 121.8839
873.9493, 121.0734
875.8777, 120.4200
877.8062, 120.2997
879.7347, 120.8765
881.6631, 121.5941
883.5916, 122.5036
885.5201, 123.0775
887.4485, 122.8659
889.3770, 122.7550
891.3055, 123.1943
893.2339, 123.7426
895.1624, 124.2467
897.0909, 124.7042
899.0193, 125.1067
900.9478, 125.3838
902.8763, 125.3455
904.8047, 125.5198
906.7332, 126.3600
908.6617, 127.4871
910.5901, 128.5530
912.5186, 129.6226
914.4471, 130.6988
916.3755, 131.9359
918.3040, 133.7656
920.2325, 135.8254
922.1609, 137.5240
924.0894, 138.9517
926.0179, 140.2379
927.9464, 141.2704
929.8748, 141.5737
931.8033, 141.4672
933.7318, 142.0262
935.6602, 143.0815
937.5887, 143.9695
939.5172, 144.6693
941.4456, 145.2646
943.3741, 145.9080
945.3026, 147.1871
947.2310, 148.9946
949.1595, 150.7115
951.0880, 152.4420
953.0164, 154.8438
954.9449, 158.0044
956.8734, 159.5918
958.8018, 159.4729
960.7303, 158.6458
962.6588, 156.8013
964.5872, 155.0333
966.5157, 153.1326
968.4442, 152.0389
970.3726, 151.8320
972.3011, 152.4053
974.2296, 154.2274
976.1580, 155.8045
978.0865, 156.9171
980.0150, 157.8808
981.9434, 158.8510
983.8719, 159.3026
985.8004, 158.8823
987.7288, 159.2531
989.6573, 161.2208
991.5858, 161.7744
993.5142, 160.4440
995.4427, 157.4500
997.3712, 152.1720
999.2996, 147.3162
1001.228, 143.6348
1003.157, 140.0946
1005.085, 136.3397
1007.013, 133.2245
1008.942, 131.0947
1010.870, 129.1485
1012.799, 127.1197
1014.727, 125.3425
1016.656, 123.9455
1018.584, 122.8342
1020.513, 122.1066
1022.441, 121.2633
1024.370, 119.9734
1026.298, 119.1142
1028.227, 119.0446
1030.155, 119.0717
1032.084, 119.0726
1034.012, 119.1187
1035.941, 119.1484
1037.869, 119.1073
1039.797, 119.1257
1041.726, 119.2586
1043.654, 119.2636
1045.583, 119.3820
1047.511, 119.7207
1049.440, 120.3895
1051.368, 121.3677
1053.297, 122.6287
1055.225, 124.9339
1057.154, 126.2860
1059.082, 125.6075
1061.011, 124.9899
1062.939, 124.7372
1064.868, 124.7069
1066.796, 125.0806
1068.724, 125.5381
1070.653, 125.9178
1072.581, 126.5329
1074.510, 127.6668
1076.438, 128.4857
1078.367, 128.9986
1080.295, 129.0704
1082.224, 128.2036
1084.152, 127.7181
1086.081, 128.0434
1088.009, 128.3748
1089.938, 128.7460
1091.866, 128.6319
1093.795, 128.0383
1095.723, 126.6457
1097.651, 124.0196
1099.580, 122.0582
1101.508, 121.2156
1103.437, 119.9558
1105.365, 117.8494
1107.294, 116.7779
1109.222, 117.0975
1111.151, 117.1960
1113.079, 116.9071
1115.008, 116.7288
1116.936, 116.7488
1118.865, 116.3663
1120.793, 115.6147
1122.722, 115.5707
1124.650, 116.0480
1126.578, 116.2438
1128.507, 116.3168
1130.435, 116.5403
1132.364, 116.8648
1134.292, 117.1105
1136.221, 117.1791
1138.149, 116.9558
1140.078, 116.5962
1142.006, 116.3275
1143.935, 116.2177
1145.863, 116.4207
1147.792, 116.7206
1149.720, 116.7923
1151.649, 116.7926
1153.577, 116.9999
1155.505, 117.1738
1157.434, 117.1005
1159.362, 117.0645
1161.291, 117.2325
1163.219, 117.2097
1165.148, 116.5361
1167.076, 116.0366
1169.005, 116.3432
1170.933, 116.8211
1172.862, 117.2312
1174.790, 117.4654
1176.719, 117.4623
1178.647, 117.5736
1180.576, 117.8962
1182.504, 118.1101
1184.432, 118.1651
1186.361, 118.0346
1188.289, 117.5092
1190.218, 117.4183
1192.146, 118.0608
1194.075, 118.6108
1196.003, 119.0517
1197.932, 119.3004
1199.860, 119.3137
1201.789, 119.3331
1203.717, 119.2650
1205.646, 119.1844
1207.574, 119.3156
1209.503, 119.9661
1211.431, 120.7326
1213.359, 120.8457
1215.288, 120.7193
1217.216, 121.0325
1219.145, 121.6433
1221.073, 122.3942
1223.002, 123.0678
1224.930, 123.2599
1226.859, 123.5857
1228.787, 124.9502
1230.716, 126.2839
1232.644, 126.4909
1234.573, 126.5932
1236.501, 127.1895
1238.430, 128.1405
1240.358, 129.3446
1242.286, 130.6482
1244.215, 132.2785
1246.143, 133.4806
1248.072, 133.8459
1250.000, 134.7591
1251.929, 136.4117
1253.857, 138.2085
1255.786, 140.2749
1257.714, 142.0683
1259.643, 143.5232
1261.571, 145.3185
1263.500, 147.4164
1265.428, 149.7712
1267.357, 152.1414
1269.285, 153.9009
1271.214, 155.6521
1273.142, 158.3335
1275.070, 161.0537
1276.999, 162.6499
1278.927, 164.0361
1280.856, 166.1068
1282.784, 168.3913
1284.713, 170.8595
1286.641, 172.6095
1288.570, 172.7272
1290.498, 172.9075
1292.427, 174.0488
1294.355, 174.7027
1296.284, 174.5086
1298.212, 174.2574
1300.141, 173.9283
1302.069, 173.4378
1303.997, 172.6982
1305.926, 171.7451
1307.854, 170.6844
1309.783, 169.5880
1311.711, 168.5671
1313.640, 167.6831
1315.568, 166.6380
1317.497, 164.9702
1319.425, 163.4748
1321.354, 163.3833
1323.282, 162.9172
1325.211, 160.6645
1327.139, 159.2824
1329.068, 159.7481
1330.996, 159.8164
1332.924, 159.2135
1334.853, 158.6877
1336.781, 158.0942
1338.710, 158.1206
1340.638, 158.8443
1342.567, 159.2773
1344.495, 159.6132
1346.424, 160.5154
1348.352, 161.6914
1350.281, 162.6242
1352.209, 163.6367
1354.138, 165.1759
1356.066, 166.8214
1357.995, 168.4997
1359.923, 170.2517
1361.851, 171.4640
1363.780, 173.0524
1365.708, 175.6944
1367.637, 177.7973
1369.565, 179.3686
1371.494, 180.7512
1373.422, 181.7612
1375.351, 182.8340
1377.279, 183.8607
1379.208, 184.0699
1381.136, 183.7309
1383.065, 183.8358
1384.993, 184.1604
1386.922, 183.8527
1388.850, 183.2736
1390.778, 183.2039
1392.707, 182.8931
1394.635, 181.6711
1396.564, 180.4501
1398.492, 179.5414
1400.421, 178.2873
1402.349, 176.7200
1404.278, 175.1644
1406.206, 173.5790
1408.135, 172.2023
1410.063, 171.0030
1411.992, 169.8759
1413.920, 168.8381
1415.849, 168.0484
1417.777, 167.2815
1419.705, 166.1493
1421.634, 164.9876
1423.562, 164.0888
1425.491, 163.5264
1427.419, 163.0468
1429.348, 162.6482
1431.276, 162.5694
1433.205, 162.1804
1435.133, 161.4513
1437.062, 161.2335
1438.990, 161.2773
1440.919, 160.6160
1442.847, 159.5232
1444.776, 158.4701
1446.704, 157.7251
1448.632, 156.9682
1450.561, 156.0331
1452.489, 155.1452
1454.418, 154.6437
1456.346, 154.7271
1458.275, 154.1994
1460.203, 152.9910
1462.132, 152.5156
1464.060, 152.5278
1465.989, 151.9415
1467.917, 151.1735
1469.846, 151.2018
1471.774, 151.2344
1473.703, 150.2663
1475.631, 149.3310
1477.559, 149.1233
1479.488, 148.9324
1481.416, 148.5324
1483.345, 148.4452
1485.273, 148.7075
1487.202, 148.2562
1489.130, 147.4402
1491.059, 147.4421
1492.987, 147.6099
1494.916, 147.3052
1496.844, 146.8747
1498.773, 146.6519
1500.701, 146.6236
1502.630, 146.5534
1504.558, 146.5825
1506.486, 146.6906
1508.415, 146.5014
1510.343, 146.2727
1512.272, 146.4862
1514.200, 146.9720
1516.129, 146.9575
1518.057, 146.6030
1519.986, 146.5091
1521.914, 146.5683
1523.843, 146.9407
1525.771, 146.9550
1527.700, 146.3514
1529.628, 146.4350
1531.557, 146.7279
1533.485, 146.7540
1535.413, 146.8246
1537.342, 147.0803
1539.270, 147.4102
1541.199, 147.4156
1543.127, 147.1218
1545.056, 146.7394
1546.984, 146.4964
1548.913, 146.5693
1550.841, 146.5797
1552.770, 146.1384
1554.698, 145.9739
1556.627, 146.1205
1558.555, 145.7340
1560.484, 145.1541
1562.412, 144.9982
1564.340, 145.1142
1566.269, 145.3682
1568.197, 144.9619
1570.126, 144.2397
1572.054, 143.9922
1573.983, 143.8937
1575.911, 143.9632
1577.840, 144.0132
1579.768, 144.1755
1581.697, 144.3591
1583.625, 143.9025
1585.554, 143.3996
1587.482, 143.4155
1589.411, 143.6267
1591.339, 143.5432
1593.267, 142.8826
1595.196, 142.3657
1597.124, 142.6703
1599.053, 142.7899
1600.981, 142.2734
1602.910, 142.0094
1604.838, 141.9214
1606.767, 141.8432
1608.695, 142.0178
1610.624, 142.0704
1612.552, 142.0529
1614.481, 141.9697
1616.409, 141.7904
1618.338, 141.9551
1620.266, 141.9663
1622.194, 141.3718
1624.123, 140.8119
1626.051, 140.5455
1627.980, 140.9873
1629.908, 141.3290
1631.837, 140.9978
1633.765, 140.7707
1635.694, 140.3222
1637.622, 139.9691
1639.551, 139.8306
1641.479, 139.3789
1643.408, 139.0623
1645.336, 138.9421
1647.265, 138.8158
1649.193, 138.9629
1651.121, 138.8949
1653.050, 138.5486
1654.978, 138.1924
1656.907, 137.8318
1658.835, 137.7098
1660.764, 137.5378
1662.692, 137.5139
1664.621, 137.9051
1666.549, 138.4864
1668.478, 138.4478
1670.406, 137.2159
1672.335, 136.7215
1674.263, 137.0807
1676.192, 136.7673
1678.120, 136.2177
1680.048, 136.4879
1681.977, 136.7552
1683.905, 136.3732
1685.834, 136.1001
1687.762, 136.1346
1689.691, 135.9646
