##NAMES=Caryopilite
##RRUFFID=R070180
##IDEAL CHEMISTRY=Mn^2+^_3_Si_2_O_5_(OH)_4_
##LOCALITY=Gambatesa Mine, Graveglia Valley, Ne, Genova Province, Liguria, Italy
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Spherical aggregates of brown thin platelets
##STATUS=The identification of this mineral has been confirmed only by X-ray diffraction
##URL=https://www.rruff.net/odr/rruff_sample/R070180
##DIFFRACTION SAMPLE DESCRIPTION=Powder, using Mo radiation
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=785

678.7886, 7674.744
680.7171, 7634.754
682.6456, 7590.346
684.5740, 7556.568
686.5025, 7538.255
688.4310, 7518.045
690.3594, 7488.271
692.2879, 7464.879
694.2164, 7451.941
696.1448, 7432.969
698.0733, 7399.882
700.0018, 7379.015
701.9302, 7379.392
703.8587, 7371.907
705.7872, 7353.806
707.7156, 7327.506
709.6441, 7279.064
711.5726, 7238.492
713.5010, 7234.298
715.4295, 7234.680
717.3580, 7216.577
719.2864, 7198.420
721.2149, 7201.393
723.1434, 7203.572
725.0718, 7183.185
727.0003, 7145.827
728.9288, 7099.011
730.8572, 7069.882
732.7857, 7077.915
734.7142, 7091.724
736.6426, 7080.247
738.5711, 7051.473
740.4996, 7020.249
742.4280, 6994.627
744.3565, 6990.030
746.2850, 6999.563
748.2134, 6987.412
750.1419, 6949.438
752.0704, 6919.784
753.9988, 6909.284
755.9273, 6905.680
757.8558, 6902.279
759.7843, 6896.355
761.7128, 6893.595
763.6412, 6887.292
765.5697, 6870.631
767.4982, 6846.559
769.4266, 6820.012
771.3551, 6794.317
773.2836, 6761.019
775.2120, 6740.773
777.1405, 6756.623
779.0690, 6760.672
780.9974, 6718.792
782.9259, 6678.849
784.8544, 6665.064
786.7828, 6657.739
788.7113, 6648.170
790.6398, 6642.988
792.5682, 6640.672
794.4967, 6635.146
796.4252, 6635.853
798.3536, 6638.639
800.2821, 6636.122
802.2106, 6621.372
804.1390, 6578.834
806.0675, 6530.148
807.9960, 6511.506
809.9244, 6507.168
811.8529, 6476.859
813.7814, 6437.257
815.7098, 6437.459
817.6383, 6460.175
819.5668, 6450.323
821.4952, 6416.770
823.4237, 6401.328
825.3522, 6401.456
827.2806, 6393.329
829.2091, 6376.868
831.1376, 6357.891
833.0660, 6335.943
834.9945, 6320.149
836.9230, 6313.188
838.8514, 6298.699
840.7799, 6270.972
842.7084, 6247.594
844.6368, 6232.667
846.5653, 6221.894
848.4938, 6214.709
850.4222, 6205.932
852.3507, 6194.398
854.2792, 6185.648
856.2076, 6183.623
858.1361, 6174.148
860.0646, 6150.713
861.9930, 6133.913
863.9215, 6130.795
865.8500, 6124.565
867.7784, 6109.477
869.7069, 6095.630
871.6354, 6085.590
873.5638, 6080.958
875.4923, 6086.687
877.4208, 6084.338
879.3492, 6064.878
881.2777, 6042.592
883.2062, 6020.522
885.1346, 5997.847
887.0631, 5968.872
888.9916, 5952.268
890.9200, 5965.207
892.8485, 5978.609
894.7770, 5981.792
896.7054, 5975.606
898.6339, 5956.893
900.5624, 5932.058
902.4908, 5896.197
904.4193, 5867.102
906.3478, 5867.105
908.2762, 5867.927
910.2047, 5840.651
912.1332, 5817.300
914.0616, 5829.516
915.9901, 5845.556
917.9186, 5836.055
919.8470, 5806.610
921.7755, 5764.612
923.7040, 5737.122
925.6324, 5742.575
927.5609, 5745.215
929.4894, 5723.966
931.4178, 5704.256
933.3463, 5689.696
935.2748, 5674.624
937.2032, 5676.767
939.1317, 5689.231
941.0602, 5691.383
942.9886, 5685.356
944.9171, 5676.329
946.8456, 5659.636
948.7740, 5633.472
950.7025, 5618.421
952.6310, 5619.793
954.5594, 5612.316
956.4879, 5599.356
958.4164, 5602.560
960.3448, 5616.606
962.2733, 5621.425
964.2018, 5616.131
966.1302, 5604.506
968.0587, 5579.247
969.9872, 5552.706
971.9156, 5530.884
973.8441, 5512.349
975.7726, 5509.633
977.7010, 5512.411
979.6295, 5503.611
981.5580, 5496.310
983.4865, 5506.577
985.4149, 5513.989
987.3434, 5497.811
989.2719, 5475.728
991.2003, 5467.729
993.1288, 5464.700
995.0573, 5441.864
996.9857, 5415.659
998.9142, 5426.455
1000.843, 5456.375
1002.771, 5467.322
1004.700, 5473.060
1006.628, 5495.660
1008.557, 5499.946
1010.485, 5459.294
1012.413, 5431.986
1014.342, 5458.315
1016.270, 5484.153
1018.199, 5469.438
1020.127, 5458.141
1022.056, 5482.821
1023.984, 5511.911
1025.913, 5522.151
1027.841, 5512.157
1029.770, 5491.769
1031.698, 5473.543
1033.627, 5448.656
1035.555, 5414.985
1037.484, 5382.699
1039.412, 5352.801
1041.340, 5318.652
1043.269, 5296.217
1045.197, 5296.935
1047.126, 5291.556
1049.054, 5281.712
1050.983, 5275.541
1052.911, 5248.371
1054.840, 5207.057
1056.768, 5170.422
1058.697, 5152.320
1060.625, 5144.634
1062.554, 5138.077
1064.482, 5147.416
1066.411, 5147.531
1068.339, 5132.400
1070.267, 5117.413
1072.196, 5082.055
1074.124, 5045.451
1076.053, 5036.246
1077.981, 5045.321
1079.910, 5061.389
1081.838, 5062.526
1083.767, 5041.125
1085.695, 5017.267
1087.624, 5001.849
1089.552, 4987.220
1091.481, 4969.971
1093.409, 4963.255
1095.338, 4959.993
1097.266, 4949.330
1099.194, 4948.007
1101.123, 4950.757
1103.051, 4940.542
1104.980, 4928.504
1106.908, 4921.147
1108.837, 4910.165
1110.765, 4895.487
1112.694, 4870.774
1114.622, 4843.236
1116.551, 4835.005
1118.479, 4832.064
1120.408, 4823.019
1122.336, 4816.283
1124.265, 4800.740
1126.193, 4779.941
1128.121, 4773.143
1130.050, 4774.705
1131.978, 4775.935
1133.907, 4763.282
1135.835, 4733.891
1137.764, 4729.844
1139.692, 4763.186
1141.621, 4781.105
1143.549, 4764.004
1145.478, 4735.721
1147.406, 4708.177
1149.335, 4696.815
1151.263, 4695.497
1153.192, 4697.188
1155.120, 4715.831
1157.048, 4722.231
1158.977, 4711.341
1160.905, 4694.368
1162.834, 4665.706
1164.762, 4638.411
1166.691, 4620.411
1168.619, 4614.566
1170.548, 4613.445
1172.476, 4614.798
1174.405, 4619.216
1176.333, 4604.282
1178.262, 4577.373
1180.190, 4572.161
1182.119, 4578.217
1184.047, 4567.897
1185.975, 4549.208
1187.904, 4548.939
1189.832, 4556.535
1191.761, 4543.028
1193.689, 4531.501
1195.618, 4544.259
1197.546, 4548.973
1199.475, 4535.070
1201.403, 4526.815
1203.332, 4527.935
1205.260, 4525.213
1207.189, 4515.323
1209.117, 4505.721
1211.046, 4505.308
1212.974, 4491.612
1214.902, 4445.832
1216.831, 4422.108
1218.759, 4431.653
1220.688, 4435.820
1222.616, 4430.352
1224.545, 4430.621
1226.473, 4435.880
1228.402, 4438.521
1230.330, 4435.465
1232.259, 4412.855
1234.187, 4384.600
1236.116, 4380.442
1238.044, 4388.281
1239.973, 4384.820
1241.901, 4371.407
1243.829, 4363.867
1245.758, 4359.634
1247.686, 4342.309
1249.615, 4328.980
1251.543, 4331.752
1253.472, 4339.574
1255.400, 4347.906
1257.329, 4352.913
1259.257, 4356.008
1261.186, 4360.926
1263.114, 4368.365
1265.043, 4379.060
1266.971, 4385.507
1268.900, 4357.156
1270.828, 4326.057
1272.756, 4361.107
1274.685, 4407.542
1276.613, 4405.837
1278.542, 4395.176
1280.470, 4401.014
1282.399, 4396.719
1284.327, 4369.355
1286.256, 4351.188
1288.184, 4350.785
1290.113, 4347.759
1292.041, 4339.306
1293.970, 4318.265
1295.898, 4287.085
1297.827, 4275.577
1299.755, 4277.230
1301.683, 4265.036
1303.612, 4247.474
1305.540, 4238.954
1307.469, 4231.752
1309.397, 4220.099
1311.326, 4204.153
1313.254, 4179.166
1315.183, 4157.815
1317.111, 4147.413
1319.040, 4136.877
1320.968, 4126.920
1322.897, 4104.604
1324.825, 4067.675
1326.754, 4056.615
1328.682, 4068.313
1330.610, 4077.773
1332.539, 4081.566
1334.467, 4068.058
1336.396, 4048.624
1338.324, 4033.214
1340.253, 4024.949
1342.181, 4029.263
1344.110, 4036.611
1346.038, 4046.815
1347.967, 4050.017
1349.895, 4044.605
1351.824, 4030.220
1353.752, 4005.628
1355.681, 3983.355
1357.609, 3962.431
1359.537, 3926.200
1361.466, 3890.357
1363.394, 3903.694
1365.323, 3930.288
1367.251, 3936.404
1369.180, 3930.175
1371.108, 3904.068
1373.037, 3893.854
1374.965, 3925.322
1376.894, 3939.170
1378.822, 3922.284
1380.751, 3893.067
1382.679, 3852.295
1384.608, 3837.381
1386.536, 3840.437
1388.464, 3835.254
1390.393, 3826.965
1392.321, 3821.765
1394.250, 3820.280
1396.178, 3826.848
1398.107, 3826.797
1400.035, 3810.617
1401.964, 3805.550
1403.892, 3819.737
1405.821, 3822.745
1407.749, 3811.751
1409.678, 3765.630
1411.606, 3711.658
1413.535, 3752.439
1415.463, 3815.396
1417.391, 3805.241
1419.320, 3774.442
1421.248, 3743.996
1423.177, 3726.519
1425.105, 3726.954
1427.034, 3735.871
1428.962, 3751.936
1430.891, 3750.100
1432.819, 3731.679
1434.748, 3713.601
1436.676, 3695.855
1438.605, 3668.539
1440.533, 3655.145
1442.462, 3699.922
1444.390, 3726.063
1446.318, 3694.663
1448.247, 3663.810
1450.175, 3641.083
1452.104, 3638.118
1454.032, 3649.667
1455.961, 3623.063
1457.889, 3584.501
1459.818, 3601.153
1461.746, 3628.863
1463.675, 3621.105
1465.603, 3609.503
1467.532, 3607.894
1469.460, 3610.409
1471.389, 3618.469
1473.317, 3615.041
1475.245, 3600.875
1477.174, 3591.040
1479.102, 3582.333
1481.031, 3563.554
1482.959, 3546.755
1484.888, 3544.914
1486.816, 3546.260
1488.745, 3547.793
1490.673, 3546.418
1492.602, 3541.369
1494.530, 3538.704
1496.459, 3535.928
1498.387, 3506.511
1500.316, 3468.423
1502.244, 3448.512
1504.173, 3441.267
1506.101, 3447.985
1508.030, 3456.134
1509.958, 3464.253
1511.886, 3466.464
1513.815, 3463.258
1515.743, 3439.255
1517.672, 3404.773
1519.600, 3400.494
1521.529, 3401.670
1523.457, 3374.289
1525.386, 3359.544
1527.314, 3385.300
1529.243, 3397.490
1531.171, 3383.235
1533.100, 3359.458
1535.028, 3332.698
1536.957, 3352.385
1538.885, 3384.203
1540.813, 3373.587
1542.742, 3349.166
1544.670, 3318.624
1546.599, 3305.653
1548.527, 3319.440
1550.456, 3316.475
1552.384, 3298.091
1554.313, 3322.650
1556.241, 3357.161
1558.170, 3332.077
1560.098, 3298.288
1562.027, 3287.875
1563.955, 3284.784
1565.884, 3286.747
1567.812, 3281.203
1569.740, 3267.732
1571.669, 3249.646
1573.597, 3236.340
1575.526, 3255.263
1577.454, 3271.773
1579.383, 3258.163
1581.311, 3236.749
1583.240, 3208.376
1585.168, 3214.004
1587.097, 3245.232
1589.025, 3222.156
1590.954, 3183.250
1592.882, 3201.121
1594.811, 3214.185
1596.739, 3167.509
1598.667, 3141.675
1600.596, 3151.075
1602.524, 3144.909
1604.453, 3125.577
1606.381, 3114.902
1608.310, 3108.117
1610.238, 3092.988
1612.167, 3090.420
1614.095, 3128.174
1616.024, 3137.875
1617.952, 3113.581
1619.881, 3092.330
1621.809, 3071.705
1623.738, 3032.196
1625.666, 3003.976
1627.594, 3017.379
1629.523, 3040.924
1631.451, 3085.074
1633.380, 3073.160
1635.308, 3011.558
1637.237, 2975.795
1639.165, 2963.556
1641.094, 2978.980
1643.022, 2997.365
1644.951, 3004.103
1646.879, 3018.933
1648.808, 3049.156
1650.736, 3032.360
1652.665, 2987.932
1654.593, 2964.031
1656.521, 2953.876
1658.450, 2959.701
1660.378, 2956.302
1662.307, 2934.508
1664.235, 2912.205
1666.164, 2891.761
1668.092, 2886.956
1670.021, 2882.044
1671.949, 2852.865
1673.878, 2832.845
1675.806, 2837.136
1677.735, 2822.742
1679.663, 2790.404
1681.592, 2818.258
1683.520, 2857.323
1685.448, 2818.992
1687.377, 2775.932
1689.305, 2755.840
1691.234, 2751.907
1693.162, 2762.194
1695.091, 2774.907
1697.019, 2780.221
1698.948, 2746.148
1700.876, 2720.430
1702.805, 2732.067
1704.733, 2745.956
1706.662, 2756.215
1708.590, 2749.328
1710.519, 2731.532
1712.447, 2707.610
1714.375, 2693.054
1716.304, 2709.709
1718.232, 2703.923
1720.161, 2670.416
1722.089, 2663.326
1724.018, 2668.479
1725.946, 2647.281
1727.875, 2626.525
1729.803, 2629.916
1731.732, 2624.343
1733.660, 2606.571
1735.589, 2596.875
1737.517, 2594.476
1739.446, 2599.042
1741.374, 2602.475
1743.302, 2596.941
1745.231, 2598.138
1747.159, 2606.896
1749.088, 2587.055
1751.016, 2557.248
1752.945, 2550.384
1754.873, 2545.852
1756.802, 2531.309
1758.730, 2520.108
1760.659, 2512.938
1762.587, 2502.826
1764.516, 2498.699
1766.444, 2519.424
1768.373, 2532.394
1770.301, 2519.000
1772.229, 2510.761
1774.158, 2508.918
1776.086, 2527.115
1778.015, 2529.173
1779.943, 2465.322
1781.872, 2426.194
1783.800, 2445.217
1785.729, 2462.270
1787.657, 2471.271
1789.586, 2453.300
1791.514, 2425.221
1793.443, 2393.255
1795.371, 2371.897
1797.300, 2364.509
1799.228, 2365.431
1801.156, 2370.403
1803.085, 2372.123
1805.013, 2375.221
1806.942, 2384.509
1808.870, 2364.230
1810.799, 2321.644
1812.727, 2314.159
1814.656, 2321.487
1816.584, 2332.518
1818.513, 2324.482
1820.441, 2292.807
1822.370, 2301.271
1824.298, 2322.227
1826.227, 2282.178
1828.155, 2247.874
1830.083, 2255.051
1832.012, 2244.705
1833.940, 2218.231
1835.869, 2227.416
1837.797, 2238.183
1839.726, 2201.555
1841.654, 2182.871
1843.583, 2194.937
1845.511, 2199.303
1847.440, 2199.696
1849.368, 2220.151
1851.297, 2221.772
1853.225, 2173.017
1855.154, 2147.890
1857.082, 2145.225
1859.010, 2148.861
1860.939, 2144.066
1862.867, 2099.893
1864.796, 2083.362
1866.724, 2105.523
1868.653, 2107.645
1870.581, 2102.092
1872.510, 2124.533
1874.438, 2129.454
1876.367, 2087.817
1878.295, 2067.192
1880.224, 2063.139
1882.152, 2068.320
1884.081, 2065.857
1886.009, 2037.221
1887.938, 2029.402
1889.866, 2040.117
1891.794, 2038.423
1893.723, 2026.406
1895.651, 2007.424
1897.580, 1985.328
1899.508, 1957.982
1901.437, 1968.639
1903.365, 1987.240
1905.294, 1964.616
1907.222, 1957.074
1909.151, 1987.176
1911.079, 1975.336
1913.008, 1943.106
1914.936, 1946.511
1916.865, 1945.166
1918.793, 1924.851
1920.721, 1897.017
1922.650, 1870.461
1924.578, 1890.748
1926.507, 1900.336
1928.435, 1862.213
1930.364, 1854.543
1932.292, 1873.316
1934.221, 1859.379
1936.149, 1840.203
1938.078, 1835.482
1940.006, 1837.714
1941.935, 1841.777
1943.863, 1855.090
1945.792, 1864.300
1947.720, 1840.246
1949.648, 1820.623
1951.577, 1815.526
1953.505, 1815.668
1955.434, 1812.776
1957.362, 1793.964
1959.291, 1789.284
1961.219, 1799.914
1963.148, 1785.925
1965.076, 1767.837
1967.005, 1774.515
1968.933, 1762.010
1970.862, 1730.961
1972.790, 1721.722
1974.719, 1723.028
1976.647, 1735.550
1978.575, 1745.338
1980.504, 1749.139
1982.432, 1729.937
1984.361, 1707.101
1986.289, 1707.507
1988.218, 1702.540
1990.146, 1687.398
1992.075, 1677.769
1994.003, 1672.585
1995.932, 1688.017
1997.860, 1678.575
1999.789, 1631.021
2001.717, 1631.997
2003.646, 1645.531
2005.574, 1622.580
2007.502, 1612.473
2009.431, 1631.440
2011.359, 1610.693
2013.288, 1581.156
2015.216, 1578.571
2017.145, 1583.599
2019.073, 1587.286
2021.002, 1581.002
2022.930, 1568.082
2024.859, 1550.125
2026.787, 1544.875
2028.716, 1544.010
2030.644, 1533.015
2032.573, 1524.004
2034.501, 1516.701
2036.429, 1513.094
2038.358, 1515.022
2040.286, 1516.042
2042.215, 1504.673
2044.143, 1481.714
2046.072, 1470.639
2048.000, 1466.256
2049.929, 1460.168
2051.857, 1463.852
2053.786, 1478.495
2055.714, 1465.645
2057.643, 1444.061
2059.571, 1436.843
2061.500, 1430.102
2063.428, 1427.102
2065.356, 1433.142
2067.285, 1433.911
2069.213, 1413.165
2071.142, 1403.997
2073.070, 1409.728
2074.999, 1419.364
2076.927, 1417.738
2078.856, 1391.807
2080.784, 1364.248
2082.713, 1343.606
2084.641, 1352.059
2086.570, 1363.000
2088.498, 1377.290
2090.427, 1371.785
2092.355, 1355.862
2094.283, 1344.902
2096.212, 1337.680
2098.140, 1340.140
2100.069, 1327.011
2101.997, 1310.171
2103.926, 1301.804
2105.854, 1296.397
2107.783, 1295.285
2109.711, 1302.754
2111.640, 1302.036
2113.568, 1281.760
2115.497, 1273.647
2117.425, 1272.937
2119.354, 1260.661
2121.282, 1254.528
2123.210, 1259.704
2125.139, 1254.141
2127.067, 1245.248
2128.996, 1240.961
2130.924, 1233.234
2132.853, 1221.339
2134.781, 1200.717
2136.710, 1189.049
2138.638, 1195.316
2140.567, 1208.208
2142.495, 1218.550
2144.424, 1209.786
2146.352, 1198.956
2148.281, 1189.569
2150.209, 1176.212
2152.137, 1166.223
2154.066, 1167.593
2155.994, 1163.868
2157.923, 1156.872
2159.851, 1159.257
2161.780, 1155.382
2163.708, 1141.027
2165.637, 1125.265
2167.565, 1119.573
2169.494, 1153.882
2171.422, 1147.371
2173.351, 1110.030
2175.279, 1115.237
2177.208, 1120.332
2179.136, 1104.969
2181.064, 1104.951
2182.993, 1105.352
2184.921, 1080.493
2186.850, 1068.892
2188.778, 1073.565
2190.707, 1082.466
2192.635, 1084.721
2194.564, 1069.156
2196.492, 1055.785
2198.421, 1049.303
2200.349, 1058.240
2202.278, 1057.851
2204.206, 1045.526
2206.135, 1047.383
2208.063, 1054.449
2209.991, 1055.525
2211.920, 1028.928
2213.848, 1004.083
2215.777, 1021.129
2217.705, 1025.603
2219.634, 1014.291
2221.562, 1010.890
2223.491, 1007.449
2225.419, 993.0724
2227.348, 1000.438
2229.276, 1006.415
2231.205, 976.0005
2233.133, 966.8289
2235.062, 973.1318
2236.990, 970.9470
2238.918, 962.9104
2240.847, 949.8537
2242.775, 948.0729
2244.704, 945.6167
2246.632, 940.8818
2248.561, 935.0707
2250.489, 928.8199
2252.418, 928.8778
2254.346, 931.0735
2256.275, 939.2374
2258.203, 929.7405
2260.132, 917.0427
2262.060, 920.2579
2263.989, 917.9384
2265.917, 911.5947
2267.845, 922.1981
2269.774, 918.5901
2271.702, 899.1451
2273.631, 891.8525
2275.559, 880.2090
2277.488, 870.5107
2279.416, 860.3385
2281.345, 854.2781
2283.273, 858.2770
2285.202, 877.7950
2287.130, 893.6523
2289.059, 868.2650
2290.987, 852.1326
2292.916, 845.9529
2294.844, 845.9500
2296.772, 843.7873
2298.701, 820.9518
2300.629, 829.9261
2302.558, 839.5255
2304.486, 820.7182
2306.415, 812.8054
2308.343, 814.9215
2310.272, 809.3568
2312.200, 813.2938
2314.129, 816.3402
2316.057, 801.5850
2317.986, 792.4759
2319.914, 789.0020
2321.843, 794.8632
2323.771, 800.5997
2325.699, 798.7139
2327.628, 791.7682
2329.556, 783.5742
2331.485, 770.8541
2333.413, 761.1617
2335.342, 759.9140
2337.270, 759.8246
2339.199, 749.9272
2341.127, 738.6434
2343.056, 740.1558
2344.984, 739.6915
2346.913, 740.0454
2348.841, 750.9070
2350.770, 751.2308
2352.698, 735.9643
2354.626, 727.6219
2356.555, 723.7341
2358.483, 723.3397
2360.412, 706.8442
2362.340, 692.9154
2364.269, 701.7521
2366.197, 711.9313
2368.126, 718.8353
2370.054, 711.3620
2371.983, 702.9746
2373.911, 700.4274
2375.840, 688.5253
2377.768, 678.7783
2379.697, 682.7539
2381.625, 682.5326
2383.553, 672.2602
2385.482, 664.7286
2387.410, 673.8969
2389.339, 674.1309
2391.267, 663.0188
2393.196, 664.4238
2395.124, 664.1450
2397.053, 647.0443
2398.981, 645.2534
2400.910, 655.5782
2402.838, 640.1527
2404.767, 633.1903
2406.695, 636.3756
2408.624, 643.8523
2410.552, 645.4484
2412.480, 627.0645
2414.409, 616.2142
2416.337, 618.4385
2418.266, 621.5570
2420.194, 612.1844
2422.123, 599.2710
2424.051, 586.3089
2425.980, 600.1949
2427.908, 615.4704
2429.837, 593.4912
2431.765, 586.3164
2433.694, 593.1184
2435.622, 588.9755
2437.551, 585.2787
2439.479, 582.3472
2441.407, 595.5185
2443.336, 588.8388
2445.264, 571.4215
2447.193, 567.4793
2449.121, 570.5950
2451.050, 573.4704
2452.978, 562.7729
2454.907, 564.1779
2456.835, 575.6716
2458.764, 564.4169
2460.692, 547.6093
2462.621, 544.4086
2464.549, 545.3257
2466.478, 542.7275
2468.406, 545.7379
2470.334, 547.2657
2472.263, 545.3937
2474.191, 546.2950
2476.120, 544.9410
2478.048, 541.8774
2479.977, 534.2223
2481.905, 538.1946
2483.834, 533.4269
2485.762, 521.2057
2487.691, 537.1434
2489.619, 539.7621
2491.548, 515.1495
2493.476, 501.5182
2495.405, 498.4753
2497.333, 505.1504
2499.261, 493.7451
