##NAMES=Berthierite
##RRUFFID=R070177
##IDEAL CHEMISTRY=FeSb_2_S_4_
##LOCALITY=Baia Sprie mine (Felsöbánya mine), Baia Sprie (Felsöbánya), Maramures County, Romania
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=A mass of parallel silver gray metallic prismatic striated crystals
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R070177
##MEASURED CHEMISTRY=darker phase: (Fe_0.97_Mn_0.03_)_Σ=1_(Sb_1.99_As_0.01_)_Σ=2_S_4.00_ ; lighter phase (bottom): Sb_2.00_S_3.00_ (stibnite)
##DIFFRACTION SAMPLE DESCRIPTION=Powder
##CELL PARAMETERS=a: 11.413 b: 14.1648 c: 3.7632 alpha: 90 beta: 90 gamma: 90 volume: 608.37 crystal system: orthorhombic
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=785

80.96387, 81.77454
82.89234, 91.82793
84.82081, 95.41012
86.74928, 82.50187
88.67774, 69.99905
90.60621, 70.05659
92.53468, 79.75543
94.46314, 88.67130
96.39161, 96.99654
98.32008, 103.6868
100.2485, 104.7624
102.1770, 109.7474
104.1055, 118.8197
106.0339, 136.7824
107.9624, 169.9789
109.8909, 218.6599
111.8194, 290.1157
113.7478, 385.5094
115.6763, 498.9352
117.6048, 610.6223
119.5332, 757.5404
121.4617, 957.8264
123.3902, 1216.589
125.3186, 1557.831
127.2471, 1979.055
129.1756, 2465.291
131.1040, 3054.616
133.0325, 3653.820
134.9610, 4292.307
136.8894, 4882.113
138.8179, 5278.677
140.7464, 5495.100
142.6748, 5578.190
144.6033, 5421.158
146.5318, 5418.634
148.4602, 5771.075
150.3887, 6191.264
152.3172, 6577.472
154.2456, 6849.648
156.1741, 6835.969
158.1026, 6493.336
160.0310, 6206.409
161.9595, 6027.488
163.8880, 5940.665
165.8164, 6003.448
167.7449, 6107.109
169.6734, 6158.936
171.6018, 6165.483
173.5303, 6158.358
175.4588, 6132.643
177.3872, 6110.177
179.3157, 6079.002
181.2442, 6069.603
183.1726, 6090.578
185.1011, 6142.505
187.0296, 6237.045
188.9580, 6375.029
190.8865, 6492.329
192.8150, 6580.733
194.7434, 6659.551
196.6719, 6720.829
198.6004, 6788.657
200.5288, 6874.124
202.4573, 6972.222
204.3858, 7082.839
206.3142, 7207.066
208.2427, 7319.401
210.1712, 7416.108
212.0996, 7516.645
214.0281, 7632.719
215.9566, 7743.640
217.8850, 7834.943
219.8135, 7918.040
221.7420, 8005.539
223.6704, 8097.742
225.5989, 8205.072
227.5274, 8331.769
229.4558, 8455.877
