##NAMES=Fluorsigaiite
##RRUFFID=R250047
##IDEAL CHEMISTRY=Ca_2_Sr_3_(PO_4_)_3_F
##LOCALITY=Saima alkaline complex, Liaoning Province, China
##OWNER=Geological Museum of China
##SOURCE=Bin Wu
##DESCRIPTION=Individual prismatic, columnar and platy translucent to transparent, colourless crystals associated with microcline, nepheline, aegirine, natrolite, eudialyte, fluorapatite, stronadelphite and calcite. Type sample described in Wu et al (2022)
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R250047
##MEASURED CHEMISTRY=(Sr_2.82_Ca_1.79_Na_0.16_La_0.15_Ce_0.09_Pr_0.01_Nd_0.01_Gd_0.01_)P_2.97_O_12_[F_0.66_(OH)_0.34_] ; Calculated on the basis of 13 total anions per formula unit and F+(OH) = 1
##DIFFRACTION SAMPLE DESCRIPTION=Powder, profile is calculated
##CELL PARAMETERS=a: 9.6005 b: 9.6005 c: 7.1119 alpha: 90 beta: 90 gamma: 120 volume: 567.67 crystal system: hexagonal
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=532

X,Y
1774.78,1477.76
1776.12,1466.85
1777.46,1431.73
1778.8,1476.68
1780.15,1491.84
1781.49,1475.33
1782.83,1475.59
1784.17,1546.66
1785.52,1504.06
1786.86,1426.04
1788.2,1485.95
1789.54,1493.67
1790.88,1497.66
1792.22,1499.79
1793.56,1595.2
1794.9,1552.56
1796.24,1552.83
1797.58,1538.17
1798.92,1555.24
1800.26,1587.26
1801.6,1538.98
1802.93,1520.57
1804.27,1563.81
1805.61,1575.29
1806.95,1603.6
1808.29,1631.92
1809.62,1581.73
1810.96,1550.22
1812.3,1535.52
1813.63,1560.11
1814.97,1526.71
1816.31,1571.88
1817.64,1585.26
1818.98,1523.76
1820.31,1598.92
1821.65,1582.35
1822.98,1621.96
1824.32,1581.03
1825.65,1631.89
1826.99,1665.91
1828.32,1624.96
1829.66,1584.01
1830.99,1623.66
1832.32,1620.19
1833.66,1639.23
1834.99,1628.26
1836.32,1671.7
1837.65,1726.41
1838.99,1621.61
1840.32,1681.96
1841.65,1706.66
1842.98,1643.11
1844.31,1709.14
1845.64,1728.22
1846.98,1694.7
1848.31,1736.34
1849.64,1699.05
1850.97,1746.35
1852.3,1678.97
1853.63,1765.76
1854.96,1694.6
1856.29,1813.41
1857.61,1774.21
1858.94,1817.8
1860.27,1816.24
1861.6,1799.61
1862.93,1865.82
1864.26,1820.95
1865.58,1817.51
1866.91,1810.29
1868.24,1850.17
1869.56,1863.68
1870.89,1916.78
1872.22,1883.18
1873.54,1864.66
1874.87,1866.87
1876.2,1887.94
1877.52,1893.93
1878.85,1858.41
1880.17,1853.08
1881.5,1900.58
1882.82,1955.66
1884.15,1889.92
1885.47,1888.36
1886.79,1966.12
1888.12,1875.79
1889.44,1944.14
1890.76,1938.81
1892.09,1958.05
1893.41,1998.08
1894.73,1990.87
1896.05,1981.76
1897.38,2044.52
1898.7,1948.4
1900.02,2011.18
1901.34,2064.51
