##NAMES=Leybovite-K
##RRUFFID=R250035
##IDEAL CHEMISTRY=KCuNa(MgFe^3+^)(AsO_4_)_3_
##LOCALITY=Arsenatnaya fumarole, Tolbachik volcano, Kamchatka peninsula, Russia
##OWNER=Fersman Mineralogical Museum
##SOURCE=Natalia Koshlyakova
##DESCRIPTION=Green, brownish-green or reddish-brown partial pseudomorphs after crude prismatic crystals. Type sample described in Koshlyakova et al
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R250035
##MEASURED CHEMISTRY=Na_0.90_K_0.63_Mg_0.79_Ca_0.03_Mn_0.03_Cu_1.39_Zn_0.11_Al_0.03_Fe^3+^_0.95_Si_0.01_P_0.01_As_2.94_O_12_ ; 
##DIFFRACTION SAMPLE DESCRIPTION=Powder
##CELL PARAMETERS=a: 12.5 b: 12.78 c: 6.726 alpha: 90 beta: 113.85 gamma: 90 volume: 983 crystal system: monoclinic
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=532

#exp_cfg={"servo_angle": -14.0, "laser_lim": 100.0, "servo_angle_to": 10.0, "laser_wup": 0.0, "laser_power_measured1": 0.0, "laser_power_measured0": 0.0, "bt_dev": "", "laser_wdn_max": 100.0, "frames": 10.0, "servo_used": 1, "servo_calib_use": 1, "laser_wdn_min": 100.0, "servo_pix_from": 90.0, "laser_attenuate": 55.0, "cooler_tout": 300.0, "laser_auto": 0, "servo_angle_from": -14.0, "servo_calib": "[-2.433718676722792e-09, 4.9253707325672464e-05, -0.3355831107063956, 770.0900131050914]", "laser_autoctl": 0, "servo_pix_to": 3682.0, "laser_pw": 50.0, "cooler_on": 0, "laser_volt": 4.0, "laser_power": 0.0, "cooler_autoctl": 0, "cooler_curr": 70.0, "cooler_startup": 10.0, "laser_power_measured2": 0.0, "gain": 1.3, "laser_power_ref1": 0.0, "offset": 2.5132951868613427, "servo_calib_degree": 3.0, "laser_curr": 50.0, "laser_power_ref0": 0.0, "shutter": 6900.0, "servo_calib_step": 1.0, "exp": 3000.0, "ccd_volt": 4.7000000000000002, "bt_addr": "", "servo_delay": 500.0, "laser_autooff": 1, "laser_power_ref2": 0.0}
#proc_cfg={"flat_auto_wnd": 200.0, "flat_auto_dr": 4.0, "flat_auto_shift": 5.0, "yconv": 1, "flatten": 1, "xfrom": 100.0, "auto_ini_exp": 100.0, "auto_signal": 1000.0, "autoclip": 1, "xrel_range": 10.0, "xrel": 5320.0, "flat_auto_slit": 4.9999999999999973, "auto_max_frame": 2000.0, "auto_off": 1, "xto": 3682.0, "flat_auto_ref": "", "autobackg": 1, "flat_auto_lim": 0.90000000000000002, "flat_auto_rate": 0, "base_wnd": 50.0, "sub_baseline": 0, "xconv": 2, "rmhot": 1, "flat_auto_thr": 0.90000000000000002, "auto_total_exp": 2000.0, "auto_exp": 0, "flat_width": 1000.0, "shutter_clip_adj": 0.0, "flat_center": 2000.0, "xrel_adj": 0.0, "flat_scale": 0.0, "subbackg": 1}
200.914225936 3671.55232436
203.632234175 3475.38288101
206.349309444 3517.70168267
209.065452189 3389.15652379
211.780662853 3280.22027437
214.494941881 3196.72503908
217.208289717 3030.33795632
219.920706804 3190.30439046
222.632193585 2954.25037045
225.342750502 2879.48517918
228.052377999 3116.20356068
230.761076517 3162.6770929
233.468846499 2980.0052553
236.175688386 2888.71903097
238.88160262 2713.30608441
241.586589641 2713.39221068
244.290649891 2514.66312863
246.99378381 2530.43617886
249.695991839 2572.4177921
252.397274417 2479.25431733
255.097631984 2215.88697739
257.79706498 2125.62689419
260.495573843 2200.35449133
263.193159013 2243.16386666
265.889820928 2089.98686222
268.585560026 2234.90787739
271.280376745 2350.39358563
273.974271524 2275.13180765
276.667244799 2053.04293569
279.359297008 1866.00513576
282.050428588 1939.11441043
284.740639974 2062.42720957
287.429931604 1989.81862718
290.118303914 1981.64688534
292.805757339 1933.60774878
295.492292315 1926.15317492
298.177909276 1925.86176932
300.862608659 1859.95346164
303.546390897 1895.33534129
306.229256425 1860.45985425
308.911205677 1850.80024677
311.592239087 1913.92172236
314.272357088 1854.96358656
316.951560114 1833.5417016
319.629848597 1804.14136199
322.307222971 1918.694498
324.983683667 1841.56805104
327.659231118 1818.31100689
330.333865755 1757.97951877
333.007588011 1647.01076752
335.680398317 1665.46714741
338.352297103 1635.05834489
341.0232848 1753.2598532
343.69336184 1778.36890551
346.362528651 1849.40600775
349.030785664 1788.97922379
351.698133309 1801.59999719
354.364572015 1786.52334165
357.030102211 1732.27362265
359.694724326 1717.94176423
362.358438789 1685.94461548
365.021246027 1748.80498793
367.68314647 1804.11092931
370.344140543 1749.50531143
373.004228676 1734.70225261
375.663411295 1758.08634935
378.321688827 1764.7365049
380.979061699 1761.14697467
383.635530337 1735.70097006
386.291095168 1707.05947029
388.945756616 1697.61497384
391.599515108 1773.0197544
394.252371069 1809.58440867
396.904324924 1687.23813294
399.555377098 1736.83306312
402.205528014 1643.54688341
404.854778098 1645.55606787
407.503127774 1724.2387907
410.150577464 1731.05645832
412.797127593 1710.57089876
415.442778583 1752.56450761
418.087530857 1657.18633561
420.731384839 1694.45882164
423.374340949 1518.0344399
426.016399611 1426.78478806
428.657561246 1556.84608171
431.297826275 1506.56116624
433.93719512 1546.13167225
436.575668202 1543.03133639
439.213245941 1513.5519467
441.849928758 1513.43429509
444.485717073 1559.36166257
447.120611306 1634.70010871
449.754611877 1658.49254009
452.387719204 1650.0426846
455.019933708 1762.96955654
457.651255806 1940.88093453
460.281685918 1982.11682816
462.911224461 2180.52239937
465.539871855 2229.96457045
468.167628515 2457.28324241
470.794494861 2427.80217713
473.420471309 2495.33992454
476.045558276 2523.63267192
478.669756179 2525.67159359
481.293065435 2399.03765457
483.915486459 2318.72775529
486.537019668 2212.69944692
489.157665476 2079.47093456
491.7774243 2048.51360071
494.396296555 1912.38046538
497.014282655 1848.24604208
499.631383015 1715.18298432
502.24759805 1686.65793275
504.862928173 1735.74284066
507.477373799 1668.23055994
510.09093534 1745.28623094
