##NAMES=Euclase
##RRUFFID=R100157
##IDEAL CHEMISTRY=BeAlSiO_4_(OH)
##LOCALITY=Unknown
##OWNER=RRUFF
##SOURCE=William W. Pinch
##DESCRIPTION=Blue cut gemstone
##STATUS=The identification of this mineral has been confirmed by single-crystal X-ray diffraction
##URL=https://www.rruff.net/odr/rruff_sample/R100157
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##CELL PARAMETERS=a: 4.7811 b: 14.341 c: 4.6332 alpha: 90 beta: 100.33 gamma: 90 volume: 312.54 crystal system: monoclinic
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=780

134.0452, 588.0905
135.9736, 592.9233
137.9021, 603.4608
139.8306, 627.6374
141.7590, 655.2831
143.6875, 670.1155
145.6160, 672.2367
147.5444, 662.5778
149.4729, 630.6571
151.4014, 599.7090
153.3298, 575.2221
155.2583, 556.8784
157.1868, 544.0526
159.1152, 536.6232
161.0437, 532.1825
162.9722, 530.8708
164.9006, 532.1653
166.8291, 533.1874
168.7576, 539.1962
170.6860, 555.2662
172.6145, 580.5131
174.5430, 610.3687
176.4714, 662.4561
178.3999, 692.9540
180.3284, 687.5634
182.2568, 668.8996
184.1853, 642.5997
186.1138, 615.6703
188.0422, 610.7745
189.9707, 634.2508
191.8992, 671.5493
193.8276, 748.6812
195.7561, 809.9766
197.6846, 828.9455
199.6130, 815.1783
201.5415, 772.9283
203.4700, 690.9470
205.3984, 626.4601
207.3269, 578.7850
209.2554, 547.0701
211.1838, 534.6688
213.1123, 536.1619
215.0408, 549.3945
216.9692, 573.7090
218.8977, 597.4551
220.8262, 618.2237
222.7546, 644.1151
224.6831, 666.2370
226.6116, 708.7139
228.5400, 794.7084
230.4685, 904.5692
232.3970, 1004.716
234.3254, 1101.584
236.2539, 1134.782
238.1824, 1074.367
240.1108, 1011.270
242.0393, 947.3537
243.9678, 926.0694
245.8962, 964.9374
247.8247, 1171.652
249.7532, 1354.212
251.6816, 1824.227
253.6101, 2294.012
255.5386, 2869.298
257.4670, 3208.857
259.3955, 3089.481
261.3240, 2683.391
263.2524, 2196.604
265.1809, 1642.603
267.1094, 1228.597
269.0378, 985.6425
270.9663, 836.1467
272.8948, 774.6006
274.8232, 774.3361
276.7517, 821.6558
278.6802, 921.0869
280.6086, 1110.962
282.5371, 1390.541
284.4656, 1583.443
286.3940, 1666.134
288.3225, 1639.000
290.2510, 1439.183
292.1794, 1192.350
294.1079, 984.7344
296.0364, 822.3441
297.9648, 720.4918
299.8933, 684.8212
301.8218, 672.4244
303.7502, 700.7264
305.6787, 718.8796
307.6072, 713.4758
309.5356, 691.1882
311.4641, 648.9899
313.3926, 595.9271
315.3210, 556.7635
317.2495, 533.3870
319.1780, 523.2292
321.1064, 525.0972
323.0349, 539.6336
324.9634, 576.8806
326.8918, 619.5087
328.8203, 656.7795
330.7488, 685.6149
332.6772, 691.5146
334.6057, 667.8290
336.5342, 635.3568
338.4626, 586.6653
340.3911, 541.5671
342.3196, 504.3703
344.2480, 476.0934
346.1765, 457.3418
348.1050, 447.4083
350.0334, 443.3951
351.9619, 448.0281
353.8904, 452.3246
355.8188, 456.6700
357.7473, 460.1169
359.6758, 462.3480
361.6042, 463.5681
363.5327, 462.8507
365.4612, 461.4597
367.3896, 462.8243
369.3181, 466.6124
371.2466, 475.1303
373.1750, 486.9930
375.1035, 506.3365
377.0320, 534.6901
378.9604, 570.9130
380.8889, 604.8294
382.8174, 649.4984
384.7458, 723.8860
386.6743, 828.8659
388.6028, 994.9795
390.5313, 1254.526
392.4597, 1444.086
394.3882, 1544.121
396.3167, 1535.930
398.2451, 1364.428
400.1736, 1131.105
402.1021, 921.4775
404.0305, 740.7786
405.9590, 616.7145
407.8875, 549.1968
409.8159, 503.8595
411.7444, 480.3293
413.6729, 469.0656
415.6013, 471.8375
417.5298, 479.8017
419.4583, 491.3665
421.3867, 503.0465
423.3152, 508.3174
425.2437, 507.6689
427.1721, 502.2215
429.1006, 489.7379
431.0291, 485.3643
432.9575, 491.5945
434.8860, 508.7979
436.8145, 545.8867
438.7429, 585.6464
440.6714, 616.5791
442.5999, 637.7502
444.5283, 647.1935
446.4568, 645.5829
448.3853, 640.4392
450.3137, 633.4498
452.2422, 620.0338
454.1707, 597.0960
456.0991, 571.1268
458.0276, 542.6725
459.9561, 513.8489
461.8845, 485.0690
463.8130, 458.0770
465.7415, 436.3107
467.6699, 419.8999
469.5984, 408.0642
471.5269, 402.5913
473.4553, 398.3795
475.3838, 395.0416
477.3123, 392.6696
479.2407, 392.0158
481.1692, 391.6848
483.0977, 390.0832
485.0261, 388.0462
486.9546, 387.0954
488.8831, 387.2420
490.8115, 388.6601
492.7400, 391.1974
494.6685, 395.4103
496.5969, 400.7174
498.5254, 408.5901
500.4539, 420.0338
502.3823, 433.7408
504.3108, 451.5196
506.2393, 469.2662
508.1677, 481.4396
510.0962, 487.9182
512.0247, 486.0388
513.9531, 473.0706
515.8816, 458.8351
517.8101, 441.4254
519.7385, 427.3760
521.6670, 418.5013
523.5955, 413.4785
525.5239, 410.8781
527.4524, 412.2462
529.3809, 418.1810
531.3093, 429.5689
533.2378, 449.9224
535.1663, 479.8885
537.0947, 514.2333
539.0232, 556.3488
540.9517, 585.4835
542.8801, 599.2108
544.8086, 596.5481
546.7371, 565.1531
548.6655, 530.5283
550.5940, 501.8219
552.5225, 480.7063
554.4509, 468.8775
556.3794, 466.4585
558.3079, 473.7360
560.2363, 490.3707
562.1648, 518.6078
564.0933, 558.1777
566.0217, 613.4479
567.9502, 699.3865
569.8787, 773.7507
571.8071, 836.6561
573.7356, 869.9677
575.6641, 853.8258
577.5925, 810.1807
579.5210, 758.3152
581.4495, 700.9683
583.3779, 643.6668
585.3064, 587.1872
587.2349, 537.0820
589.1633, 493.1793
591.0918, 459.8264
593.0203, 439.1809
594.9487, 427.1754
596.8772, 427.6295
598.8057, 430.0219
600.7341, 432.7327
602.6626, 432.5302
604.5911, 425.8837
606.5195, 414.7692
608.4480, 400.7863
610.3765, 385.3085
612.3049, 373.2623
614.2334, 364.9117
616.1619, 358.7373
618.0903, 355.1916
620.0188, 352.7025
621.9473, 350.7975
623.8757, 350.4263
625.8042, 351.8062
627.7327, 354.7671
629.6611, 358.1267
631.5896, 364.1352
633.5181, 374.8922
635.4465, 389.3918
637.3750, 407.8844
639.3035, 429.1663
641.2319, 446.3189
643.1604, 459.9629
645.0889, 465.4401
647.0173, 461.1876
648.9458, 452.5767
650.8743, 437.6597
652.8027, 423.0299
654.7312, 409.0956
656.6597, 397.8678
658.5881, 391.0592
660.5166, 386.4974
662.4451, 384.3850
664.3735, 382.1689
666.3020, 376.6027
668.2305, 368.4365
670.1589, 359.1437
672.0874, 348.8731
674.0159, 340.2783
675.9443, 333.3622
677.8728, 327.7755
679.8013, 323.5663
681.7297, 320.3388
683.6582, 317.9922
685.5867, 316.6861
687.5151, 317.2226
689.4436, 317.5714
691.3721, 316.3546
693.3005, 315.2702
695.2290, 315.9954
697.1575, 317.0592
699.0859, 316.2225
701.0144, 314.6295
702.9429, 315.0170
704.8713, 316.9574
706.7998, 318.0909
708.7283, 318.5284
710.6567, 320.0324
712.5852, 322.8579
714.5137, 324.9691
716.4421, 325.7315
718.3706, 326.8062
720.2991, 328.3328
722.2275, 330.6346
724.1560, 333.7556
726.0845, 337.7306
728.0129, 342.9753
729.9414, 348.6224
731.8699, 352.8954
733.7983, 358.1931
735.7268, 367.3382
737.6553, 379.4979
739.5837, 394.3648
741.5122, 410.6121
743.4407, 425.2191
745.3691, 437.8037
747.2976, 445.1758
749.2261, 446.6302
751.1545, 447.3662
753.0830, 448.6405
755.0115, 446.7441
756.9399, 440.8941
758.8684, 432.9159
760.7969, 422.2757
762.7253, 410.6845
764.6538, 396.1759
766.5823, 384.2263
768.5107, 377.2280
770.4392, 374.0294
772.3677, 374.3323
774.2961, 377.6550
776.2246, 382.6474
778.1531, 390.8647
780.0815, 405.2847
782.0100, 424.4767
783.9385, 445.6446
785.8669, 468.2868
787.7954, 490.0802
789.7239, 511.2719
791.6523, 524.6268
793.5808, 528.9888
795.5093, 530.2812
797.4377, 528.0984
799.3662, 524.9206
801.2947, 521.9027
803.2231, 514.1509
805.1516, 499.8126
807.0801, 483.2034
809.0085, 464.9381
810.9370, 446.0962
812.8655, 424.8071
814.7939, 406.6797
816.7224, 395.1390
818.6509, 386.5098
820.5793, 379.1403
822.5078, 372.8939
824.4363, 367.0472
826.3647, 362.7598
828.2932, 361.7345
830.2217, 363.2051
832.1501, 365.7563
834.0786, 369.6570
836.0071, 374.7627
837.9355, 381.9490
839.8640, 394.7005
841.7925, 412.8071
843.7209, 435.9348
845.6494, 463.6500
847.5779, 489.9121
849.5063, 514.3348
851.4348, 534.1487
853.3633, 548.1270
855.2917, 562.3724
857.2202, 574.8957
859.1487, 596.4416
861.0771, 623.1279
863.0056, 670.6263
864.9341, 735.5017
866.8625, 830.5924
868.7910, 947.9706
870.7195, 1112.662
872.6479, 1346.774
874.5764, 1610.088
876.5049, 1945.046
878.4333, 2222.634
880.3618, 2403.434
882.2903, 2454.359
884.2188, 2303.312
886.1472, 2062.905
888.0757, 1778.235
890.0042, 1510.098
891.9326, 1310.966
893.8611, 1176.210
895.7896, 1106.626
897.7180, 1094.611
899.6465, 1139.184
901.5750, 1225.490
903.5034, 1339.913
905.4319, 1461.521
907.3604, 1526.825
909.2888, 1534.146
911.2173, 1464.583
913.1458, 1323.265
915.0742, 1166.153
917.0027, 993.3032
918.9312, 847.1533
920.8596, 728.1618
922.7881, 633.3187
924.7166, 564.5545
926.6450, 510.9784
928.5735, 473.8472
930.5020, 444.0404
