##NAMES=Clino-ferro-suenoite
##RRUFFID=R250076
##IDEAL CHEMISTRY=[box]Mn^2+^_2_Fe^2+^_5_(Si_8_O_22_)(OH)_2_
##LOCALITY=Hilläng mines, Dalarna, Sweden
##OWNER=GEO-NRM
##SOURCE=Dan Holtstam
##DESCRIPTION=Pale greenish-yellow subhedral crystals associated with fayalite, spessartine, ferro-actinolite, calcite, magnetite and pyrite.  Type sample, escribed by Holtstam et al (2025)
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R250076
##MEASURED CHEMISTRY=[box](Mn^2+^_0.95_Fe^2+^_0.87_Ca_0.16_Na_0.01_)(Fe^2+^_3.57_Mg_1.38_Mn^2+^_0.03_Zn_0.01_Al_0.01_)Si_8.00_O_22_[(OH)_1.99_F_0.01_]
##DIFFRACTION SAMPLE DESCRIPTION=Powder, profile is calculated with Cu radiation
##CELL PARAMETERS=a: 9.606 b: 18.331 c: 5.3252 alpha: 90 beta: 102.335 gamma: 90 volume: 916.05 crystal system: monoclinic
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=532

X	Y
50.816	321.398
52.6614	161.095
54.5043	43.8285
56.349	6.40973
58.1911	34.3569
60.035	49.0443
61.8765	35.0996
63.7197	36.6852
65.5604	84.0964
67.4007	147.726
69.2429	225.086
71.0825	351.471
72.9239	557.612
74.7628	897.815
76.6013	1482.48
78.4416	2236.14
80.2794	2606.62
82.1169	2274.92
83.9561	1598.66
85.7929	1027.04
87.6314	648.245
89.4674	455.481
91.303	326.614
93.1404	251.39
94.9754	263.899
96.8099	221.009
98.6441	138.144
100.48	64.291
102.314	-4.13318
104.147	-6.91992
105.982	12.1421
107.814	3.24945
109.646	-2.16064
111.478	9.34253
113.311	37.6374
115.142	72.7064
116.973	119.319
118.803	154.798
120.635	177.027
122.465	147.77
124.294	101.795
126.123	67.4327
127.953	71.0094
129.781	100.848
131.609	106.168
133.436	67.4071
135.264	34.7868
137.09	26.6302
138.919	25.2743
140.745	43.3758
142.57	73.822
144.395	145.39
146.22	251.744
148.045	441.884
149.869	762.699
151.695	1214.62
153.518	1550
155.341	1434.04
157.164	1025.42
158.987	657.921
160.809	424.75
162.63	304.586
164.452	244.43
166.273	250.613
168.093	284.248
169.913	354.337
171.735	459.549
173.555	631.44
175.374	841.573
177.193	1103.38
179.011	1330.54
180.83	1452.4
182.647	1370.39
184.465	1179.51
186.282	984.895
188.098	796.191
189.915	649.302
191.731	553.009
193.546	488.752
195.362	439.763
197.177	403.932
198.991	377.484
200.803	376.534
202.617	358.86
204.431	350.024
206.244	349.25
208.057	349.429
209.869	356.677
211.681	359.106
213.493	373.387
215.304	363.189
217.115	357.072
218.926	363.038
220.734	344.536
222.544	355.676
224.354	344.02
226.163	354.347
227.972	335.105
229.78	327.853
231.589	302.368
233.394	277.214
235.202	269.721
237.009	242.672
238.816	201.959
240.622	175.916
242.426	148.992
244.232	123.076
246.038	120.837
247.843	102.612
249.647	95.513
251.449	72.9871
253.253	78.5901
255.057	48.9929
256.86	48.6395
258.661	37.0892
260.464	25.231
262.266	4.84436
264.068	-3.40125
265.867	-5.61646
267.669	-9.68921
269.469	-18.8403
271.268	-14.2901
273.068	-13.371
274.868	-1.19348
276.665	24.9099
278.464	46.3849
280.263	78.2319
282.059	91.3422
283.857	103.27
285.655	103.127
287.45	95.8046
289.247	84.6349
291.044	88.0629
292.838	91.0911
294.634	83.2722
296.427	83.4968
298.223	91.6542
300.018	96.9662
301.81	96.6559
303.604	131.612
305.396	136.944
307.19	154.653
308.981	176.628
310.773	190.09
312.564	202.373
314.356	222.477
316.146	222.733
317.937	205.921
319.728	165.816
321.517	116.197
323.307	91.6177
325.095	65.9669
326.885	64.3548
328.672	65.7809
330.459	73.6887
332.248	96.0782
334.034	117.949
335.822	154.854
337.607	219.904
339.395	301.322
341.179	400.882
342.966	511.032
344.75	609.649
346.534	651.856
348.319	645.981
350.103	614.585
351.887	562.544
353.67	518.079
355.452	478.085
357.236	469.005
359.017	491.944
360.798	543.349
362.581	603.335
364.361	610.108
366.143	570.13
367.923	494.719
369.702	390.212
371.483	322.498
373.262	251.574
375.04	205.438
376.818	173.203
378.598	164.421
380.375	165.424
382.152	168.657
383.931	182.34
385.707	215.137
387.483	247.827
389.258	318.073
391.036	387.324
392.811	476.46
394.585	531.37
396.359	578.175
398.133	567.517
399.909	535.646
401.682	482.098
403.455	425.32
405.227	376.866
406.999	325.514
408.773	306.599
410.545	262.559
412.316	246.84
414.086	240.774
415.857	238.472
417.627	236.266
419.399	251.822
421.168	292.471
422.937	300.879
424.706	271.714
426.474	203.416
428.242	132.765
430.01	89.3156
431.777	53.5094
433.544	31.4584
435.311	22.1607
437.079	7.1734
438.845	-3.17328
440.611	5.89828
442.376	6.83087
444.141	-4.48456
445.906	-2.60559
447.67	-3.08841
449.434	1.177
451.198	3.1911
452.961	3.39691
454.724	15.5734
456.487	13.6072
458.249	21.6094
460.011	19.58
461.772	12.8523
463.534	10.8697
465.294	4.07675
467.055	10.4732
468.815	2.28021
470.575	1.49777
472.333	8.79312
474.092	18.722
475.851	25.1718
477.609	22.1423
479.368	26.6347
481.125	33.0924
482.883	36.2939
484.64	36.4607
486.397	54.926
488.151	62.1346
489.908	64.976
491.663	72.5609
493.419	82.8886
495.174	111.738
496.929	133.33
498.683	162.112
500.436	203.303
502.189	252.128
503.943	280.031
505.696	296.567
507.449	291.181
509.199	279.541
510.951	261.424
512.703	257.053
514.455	250.983
516.204	244.66
517.955	273.751
519.705	299.922
521.455	355.507
523.203	403.285
524.952	438.811
526.701	435.309
528.45	414.334
530.197	352.775
531.945	295.3
533.693	223.909
535.438	194.159
537.185	180.828
538.932	153.914
540.676	120.644
542.422	117.238
544.168	103.474
545.912	90.2444
547.657	78.4356
549.399	83.4953
551.144	75.3091
552.888	88.8816
554.63	102.545
556.373	93.3002
558.114	88.9256
559.857	92.8657
561.6	73.5661
563.34	69.6951
565.081	59.0292
566.821	46.9042
568.562	30.8745
570.301	27.0546
572.041	17.3303
573.779	10.1501
575.519	3.84528
577.256	6.64047
578.996	-4.57639
580.732	0.198761
582.471	-1.14883
584.207	1.82932
585.945	-9.42447
587.68	-8.90616
589.417	-0.619476
591.152	1.32889
592.888	-3.17346
594.623	1.20746
596.358	-4.85944
598.092	0.846161
599.825	-1.45013
601.56	3.3602
603.292	1.61523
605.026	2.97702
606.758	13.4509
608.49	19.9242
610.223	17.0626
611.954	24.4258
613.686	31.2322
615.416	42.8205
617.146	54.0778
618.878	68.7802
620.607	86.3755
622.336	112.197
624.066	130.023
625.794	150.298
627.522	181.023
629.25	208.308
630.979	239.265
632.706	269.896
634.432	315.645
636.161	335.843
637.886	362.607
639.612	409.267
641.337	466.491
643.064	558.165
644.789	675.182
646.513	848.879
648.237	1050.47
649.962	1352.52
651.686	1777.12
653.409	2334.75
655.131	3080.6
656.853	3825.91
658.575	4343.89
660.299	4451.45
