##NAMES=Borocookeite
##RRUFFID=R080076
##IDEAL CHEMISTRY=LiAl_4_(Si_3_B)O_10_(OH)_8_
##LOCALITY=Malkhan Range, Central Transbaikal Region, Russia
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Cream-colored earthy coating on tourmaline crystal
##STATUS=The identification of this mineral is not yet confirmed
##URL=https://www.rruff.net/odr/rruff_sample/R080076
##DIFFRACTION SAMPLE DESCRIPTION=Powder, using Mo radiation
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=780

83.51878, 11707.82
85.44725, 12923.86
87.37572, 14293.06
89.30418, 15820.70
91.23265, 17443.85
93.16112, 19172.23
95.08958, 19658.71
97.01805, 19843.22
98.94652, 20021.95
100.8750, 20124.32
102.8035, 20184.49
104.7319, 20203.98
106.6604, 20193.59
108.5889, 20160.92
110.5173, 20088.34
112.4458, 19991.39
114.3743, 19910.62
116.3027, 19834.81
118.2312, 19768.20
120.1597, 19692.05
122.0881, 19620.97
124.0166, 19548.53
125.9451, 19481.29
127.8735, 19438.55
129.8020, 19421.70
131.7305, 19402.42
133.6589, 19358.20
135.5874, 19324.67
137.5159, 19321.85
139.4443, 19335.39
141.3728, 19345.25
143.3013, 19350.19
145.2297, 19348.47
147.1582, 19331.16
149.0867, 19316.94
151.0151, 19312.73
152.9436, 19314.43
154.8721, 19320.41
156.8005, 19333.07
158.7290, 19330.22
160.6575, 19297.71
162.5859, 19269.46
164.5144, 19251.96
166.4429, 19243.30
168.3713, 19244.92
170.2998, 19256.96
172.2283, 19258.53
174.1567, 19244.26
176.0852, 19230.29
178.0137, 19215.04
179.9421, 19205.15
181.8706, 19208.63
183.7991, 19220.25
185.7275, 19218.35
187.6560, 19195.76
189.5845, 19180.90
191.5129, 19184.01
193.4414, 19181.96
195.3699, 19154.87
197.2983, 19120.39
199.2268, 19108.74
201.1553, 19124.89
203.0837, 19126.99
205.0122, 19111.40
206.9407, 19089.71
208.8691, 19056.97
210.7976, 19027.87
212.7261, 19019.06
214.6545, 19027.37
216.5830, 19025.68
218.5115, 19012.60
220.4399, 19002.07
222.3684, 19001.34
224.2969, 18999.75
226.2253, 18996.00
228.1538, 18985.36
230.0823, 18952.00
232.0107, 18897.78
233.9392, 18858.35
235.8677, 18845.29
237.7961, 18832.26
239.7246, 18812.89
241.6531, 18790.53
243.5815, 18769.14
245.5100, 18747.93
247.4385, 18721.70
249.3669, 18688.47
251.2954, 18661.87
253.2239, 18655.71
255.1523, 18642.35
257.0808, 18607.05
259.0093, 18561.19
260.9377, 18517.58
262.8662, 18476.31
264.7947, 18439.18
266.7231, 18406.21
268.6516, 18378.03
270.5801, 18356.13
272.5085, 18337.64
274.4370, 18328.83
276.3655, 18317.93
278.2939, 18284.74
280.2224, 18226.23
282.1509, 18175.89
284.0793, 18140.29
286.0078, 18108.52
287.9363, 18080.86
289.8647, 18054.94
291.7932, 18027.82
293.7217, 18000.46
295.6501, 17977.14
297.5786, 17960.23
299.5071, 17934.26
301.4355, 17890.68
303.3640, 17850.36
305.2925, 17824.83
307.2209, 17800.30
309.1494, 17764.93
311.0779, 17723.28
313.0063, 17690.93
314.9348, 17673.02
316.8633, 17650.34
318.7917, 17623.87
320.7202, 17588.71
322.6487, 17525.32
324.5771, 17466.87
326.5056, 17449.59
328.4341, 17458.71
330.3625, 17430.90
332.2910, 17360.04
334.2195, 17306.53
336.1479, 17283.43
338.0764, 17262.15
340.0049, 17234.16
341.9333, 17202.16
343.8618, 17166.25
345.7903, 17128.23
347.7188, 17092.09
349.6472, 17057.34
351.5757, 17026.04
353.5042, 17001.20
355.4326, 16973.15
357.3611, 16936.49
359.2896, 16897.61
361.2180, 16857.82
363.1465, 16819.76
365.0750, 16792.98
367.0034, 16775.03
368.9319, 16742.54
370.8604, 16685.29
372.7888, 16636.78
374.7173, 16612.71
376.6458, 16589.19
378.5742, 16554.36
380.5027, 16514.79
382.4312, 16476.73
384.3596, 16441.02
386.2881, 16415.06
388.2166, 16406.24
390.1450, 16377.92
392.0735, 16300.64
394.0020, 16237.00
395.9304, 16217.36
397.8589, 16209.15
399.7874, 16183.67
401.7158, 16147.28
403.6443, 16110.42
405.5728, 16072.43
407.5012, 16038.99
409.4297, 16012.41
411.3582, 15986.36
413.2866, 15958.92
415.2151, 15933.18
417.1436, 15917.61
419.0720, 15900.68
421.0005, 15867.38
422.9290, 15819.93
424.8574, 15777.50
426.7859, 15740.23
428.7144, 15709.04
430.6428, 15687.02
432.5713, 15664.04
434.4998, 15636.93
436.4282, 15608.69
438.3567, 15585.89
440.2852, 15560.91
442.2136, 15517.67
444.1421, 15456.39
446.0706, 15408.98
447.9990, 15378.01
449.9275, 15351.89
451.8560, 15333.38
453.7844, 15309.09
455.7129, 15268.60
457.6414, 15226.44
459.5698, 15189.71
461.4983, 15157.23
463.4268, 15129.21
465.3552, 15105.45
467.2837, 15081.81
469.2122, 15059.25
471.1406, 15030.38
473.0691, 14993.28
474.9976, 14948.80
476.9260, 14886.64
478.8545, 14828.94
480.7830, 14793.49
482.7114, 14769.80
484.6399, 14744.71
486.5684, 14716.98
488.4968, 14675.89
490.4253, 14619.88
492.3538, 14575.35
494.2822, 14553.24
496.2107, 14529.59
498.1392, 14498.36
500.0676, 14463.80
501.9961, 14428.94
503.9246, 14392.65
505.8530, 14348.64
507.7815, 14302.44
509.7100, 14272.29
511.6384, 14258.55
513.5669, 14232.13
515.4954, 14178.27
517.4238, 14136.75
519.3523, 14128.51
521.2808, 14111.77
523.2092, 14061.97
525.1377, 14005.87
527.0662, 13968.31
528.9946, 13939.79
530.9231, 13904.86
532.8516, 13864.45
534.7800, 13824.60
536.7085, 13782.76
538.6370, 13752.83
540.5654, 13753.60
542.4939, 13737.51
544.4224, 13684.92
546.3508, 13628.84
548.2793, 13582.76
550.2078, 13542.66
552.1362, 13505.87
554.0647, 13472.13
555.9932, 13439.31
557.9216, 13406.83
559.8501, 13377.92
561.7786, 13354.20
563.7070, 13330.98
565.6355, 13310.24
567.5640, 13284.44
569.4924, 13249.42
571.4209, 13211.85
573.3494, 13173.03
575.2778, 13136.00
577.2063, 13103.49
579.1348, 13073.56
581.0632, 13042.01
582.9917, 13009.88
584.9202, 12988.58
586.8486, 12979.68
588.7771, 12965.97
590.7056, 12947.37
592.6340, 12919.52
594.5625, 12876.86
596.4910, 12833.53
598.4194, 12790.30
600.3479, 12755.22
602.2764, 12739.56
604.2048, 12728.22
606.1333, 12698.02
608.0618, 12655.91
609.9902, 12630.58
611.9187, 12618.45
613.8472, 12590.97
615.7756, 12545.73
617.7041, 12501.53
619.6326, 12459.97
621.5610, 12425.69
623.4895, 12408.14
625.4180, 12387.09
627.3464, 12353.74
629.2749, 12319.16
631.2034, 12289.25
633.1318, 12260.70
635.0603, 12229.88
636.9888, 12199.36
638.9172, 12174.61
640.8457, 12154.27
642.7742, 12130.05
644.7026, 12101.41
646.6311, 12068.30
648.5596, 12024.85
650.4880, 11990.29
652.4165, 11974.91
654.3450, 11956.07
656.2734, 11926.35
658.2019, 11893.11
660.1304, 11855.90
662.0588, 11820.11
663.9873, 11792.37
665.9158, 11769.93
667.8442, 11748.59
669.7727, 11727.13
671.7012, 11702.24
673.6296, 11673.84
675.5581, 11645.76
677.4866, 11619.22
679.4150, 11590.27
681.3435, 11557.84
683.2720, 11525.01
685.2004, 11491.97
687.1289, 11458.67
689.0574, 11421.95
690.9858, 11391.15
692.9143, 11375.22
694.8428, 11362.77
696.7712, 11350.54
698.6997, 11333.74
700.6282, 11296.68
702.5566, 11245.85
704.4851, 11214.37
706.4136, 11203.63
708.3420, 11184.39
710.2705, 11154.99
712.1990, 11132.18
714.1274, 11119.43
716.0559, 11101.65
717.9844, 11073.44
719.9128, 11045.11
721.8413, 11021.84
723.7698, 10996.44
725.6982, 10962.71
727.6267, 10931.33
729.5552, 10910.71
731.4836, 10890.40
733.4121, 10861.99
735.3406, 10830.13
737.2690, 10795.16
739.1975, 10759.43
741.1260, 10741.05
743.0544, 10736.89
744.9829, 10724.44
746.9114, 10702.24
748.8398, 10670.53
750.7683, 10627.59
752.6968, 10591.75
754.6252, 10569.70
756.5537, 10545.47
758.4822, 10509.94
760.4106, 10481.57
762.3391, 10471.49
764.2676, 10457.29
766.1960, 10426.30
768.1245, 10395.93
770.0530, 10380.50
771.9814, 10363.79
773.9099, 10327.17
775.8384, 10285.11
777.7668, 10252.73
779.6953, 10230.44
781.6238, 10223.54
783.5522, 10223.93
785.4807, 10208.15
787.4092, 10177.52
789.3376, 10145.77
791.2661, 10111.45
793.1946, 10087.83
795.1230, 10080.04
797.0515, 10070.46
798.9800, 10055.41
800.9084, 10042.26
802.8369, 10039.35
804.7654, 10024.01
806.6938, 9980.881
808.6223, 9945.209
810.5508, 9934.294
812.4792, 9922.463
814.4077, 9895.552
816.3362, 9867.275
818.2646, 9844.104
820.1931, 9826.123
822.1216, 9819.960
824.0500, 9814.623
825.9785, 9798.683
827.9070, 9773.903
829.8354, 9740.889
831.7639, 9706.547
833.6924, 9683.133
835.6208, 9666.860
837.5493, 9651.266
839.4778, 9637.525
841.4063, 9615.156
843.3347, 9583.070
845.2632, 9560.229
847.1917, 9548.350
849.1201, 9530.908
851.0486, 9504.623
852.9771, 9483.584
854.9055, 9471.684
856.8340, 9453.488
858.7625, 9424.759
860.6909, 9396.517
862.6194, 9369.469
864.5479, 9347.381
866.4763, 9334.275
868.4048, 9323.070
870.3333, 9317.016
872.2617, 9304.088
874.1902, 9273.826
876.1187, 9242.686
878.0471, 9218.576
879.9756, 9197.793
881.9041, 9177.594
883.8325, 9157.389
885.7610, 9137.964
887.6895, 9122.473
889.6179, 9112.598
891.5464, 9102.573
893.4749, 9088.926
895.4033, 9072.610
897.3318, 9054.239
899.2603, 9035.780
901.1887, 9019.756
903.1172, 9003.998
905.0457, 8982.369
906.9741, 8957.359
908.9026, 8939.454
910.8311, 8928.232
912.7595, 8921.312
914.6880, 8918.226
916.6165, 8902.333
918.5449, 8872.962
920.4734, 8849.860
922.4019, 8833.844
924.3303, 8817.383
926.2588, 8802.008
928.1873, 8779.924
930.1157, 8748.061
932.0442, 8722.580
933.9727, 8704.038
935.9011, 8684.959
937.8296, 8664.874
939.7581, 8648.300
941.6865, 8636.996
943.6150, 8620.851
945.5435, 8596.983
947.4719, 8579.867
949.4004, 8573.584
951.3289, 8567.390
953.2573, 8560.730
955.1858, 8544.939
957.1143, 8512.951
959.0427, 8485.729
960.9712, 8472.543
962.8997, 8459.091
964.8281, 8440.099
966.7566, 8421.139
968.6851, 8404.197
970.6135, 8388.440
972.5420, 8371.171
974.4705, 8357.106
976.3989, 8352.550
978.3274, 8345.025
980.2559, 8324.576
982.1843, 8304.498
984.1128, 8292.729
986.0413, 8282.713
987.9697, 8274.209
989.8982, 8263.982
991.8267, 8247.845
993.7551, 8229.123
995.6836, 8207.094
997.6121, 8187.831
999.5405, 8179.395
1001.469, 8174.284
1003.397, 8166.854
1005.326, 8153.909
1007.254, 8128.535
1009.183, 8104.896
1011.111, 8098.860
1013.040, 8093.658
1014.968, 8072.584
1016.897, 8050.228
1018.825, 8042.447
1020.754, 8034.047
1022.682, 8010.806
1024.611, 7984.018
1026.539, 7960.416
1028.468, 7942.232
1030.396, 7933.079
1032.324, 7928.219
1034.253, 7925.355
1036.181, 7915.862
1038.110, 7893.867
1040.038, 7870.652
1041.967, 7847.254
1043.895, 7830.595
1045.824, 7829.447
1047.752, 7828.976
1049.681, 7820.341
1051.609, 7811.870
1053.538, 7813.933
1055.466, 7810.801
1057.395, 7789.480
1059.323, 7764.625
1061.251, 7742.788
1063.180, 7720.831
1065.108, 7696.827
1067.037, 7676.384
1068.965, 7662.055
1070.894, 7649.632
1072.822, 7636.467
1074.751, 7627.192
1076.679, 7628.673
1078.608, 7627.455
1080.536, 7614.983
1082.465, 7599.638
1084.393, 7584.628
1086.322, 7569.685
1088.250, 7551.114
1090.178, 7538.205
1092.107, 7544.098
1094.035, 7543.181
1095.964, 7516.780
1097.892, 7493.545
1099.821, 7486.017
1101.749, 7477.944
1103.678, 7464.123
1105.606, 7455.234
1107.535, 7460.571
1109.463, 7455.853
1111.392, 7425.818
1113.320, 7399.017
1115.249, 7385.065
1117.177, 7376.177
1119.105, 7367.712
1121.034, 7359.666
1122.962, 7361.005
1124.891, 7351.623
1126.819, 7320.567
1128.748, 7297.978
1130.676, 7290.044
1132.605, 7282.037
1134.533, 7272.020
1136.462, 7262.674
1138.390, 7255.091
1140.319, 7247.256
1142.247, 7238.056
1144.176, 7226.819
1146.104, 7214.001
1148.032, 7207.240
1149.961, 7207.119
1151.889, 7200.044
1153.818, 7186.124
1155.746, 7172.471
1157.675, 7159.202
1159.603, 7151.896
1161.532, 7148.284
1163.460, 7138.915
1165.389, 7125.469
1167.317, 7108.702
1169.246, 7090.756
1171.174, 7079.856
1173.103, 7074.220
1175.031, 7070.458
1176.959, 7066.481
1178.888, 7060.340
1180.816, 7051.958
1182.745, 7039.124
1184.673, 7023.766
1186.602, 7007.022
1188.530, 6993.767
1190.459, 6989.190
1192.387, 6982.529
1194.316, 6966.858
1196.244, 6951.170
1198.173, 6937.870
1200.101, 6927.514
1202.030, 6920.982
1203.958, 6915.509
1205.886, 6915.375
1207.815, 6905.956
1209.743, 6878.507
1211.672, 6858.527
1213.600, 6850.572
1215.529, 6845.719
1217.457, 6844.522
1219.386, 6839.276
1221.314, 6828.163
1223.243, 6813.651
1225.171, 6797.366
1227.100, 6780.042
1229.028, 6763.376
1230.957, 6760.306
1232.885, 6764.720
1234.813, 6757.755
1236.742, 6744.819
1238.670, 6736.640
1240.599, 6729.898
1242.527, 6721.459
1244.456, 6710.416
1246.384, 6692.414
1248.313, 6679.143
1250.241, 6684.881
1252.170, 6684.862
1254.098, 6660.629
1256.027, 6638.891
1257.955, 6630.750
1259.884, 6629.122
1261.812, 6634.177
1263.740, 6635.056
1265.669, 6630.068
1267.597, 6619.475
1269.526, 6601.478
1271.454, 6591.445
1273.383, 6591.262
1275.311, 6586.250
1277.240, 6573.388
1279.168, 6559.843
1281.097, 6550.390
1283.025, 6547.094
1284.954, 6545.362
1286.882, 6538.946
1288.811, 6529.783
1290.739, 6525.728
1292.667, 6526.021
1294.596, 6523.273
1296.524, 6513.927
1298.453, 6496.892
1300.381, 6484.722
1302.310, 6484.646
1304.238, 6478.599
1306.167, 6461.312
1308.095, 6449.999
1310.024, 6444.946
1311.952, 6442.668
1313.881, 6445.346
1315.809, 6448.507
1317.738, 6450.434
1319.666, 6438.900
1321.594, 6416.696
1323.523, 6408.462
1325.451, 6408.202
1327.380, 6396.073
1329.308, 6377.602
1331.237, 6369.136
1333.165, 6367.316
1335.094, 6361.927
1337.022, 6350.938
1338.951, 6335.749
1340.879, 6326.032
1342.808, 6327.991
1344.736, 6321.689
1346.665, 6299.838
1348.593, 6282.267
1350.521, 6271.172
1352.450, 6262.046
1354.378, 6254.670
1356.307, 6246.343
1358.235, 6238.159
1360.164, 6232.306
1362.092, 6226.350
1364.021, 6216.231
1365.949, 6207.646
1367.878, 6205.046
1369.806, 6198.471
1371.735, 6182.303
1373.663, 6168.561
1375.592, 6162.693
1377.520, 6156.104
1379.448, 6146.390
1381.377, 6136.269
1383.305, 6127.206
1385.234, 6116.696
1387.162, 6104.017
1389.091, 6094.060
1391.019, 6086.942
1392.948, 6085.175
1394.876, 6085.236
1396.805, 6074.624
1398.733, 6056.817
1400.662, 6044.165
1402.590, 6037.745
1404.519, 6027.420
1406.447, 6016.804
1408.375, 6013.944
1410.304, 6008.534
1412.232, 5996.901
1414.161, 5986.057
1416.089, 5976.438
1418.018, 5971.464
1419.946, 5970.612
1421.875, 5965.186
1423.803, 5956.462
1425.732, 5948.669
1427.660, 5940.360
1429.589, 5933.091
1431.517, 5927.859
1433.446, 5922.172
1435.374, 5912.278
1437.302, 5900.243
1439.231, 5892.858
1441.159, 5886.844
1443.088, 5879.163
1445.016, 5872.640
1446.945, 5870.104
1448.873, 5865.725
1450.802, 5853.403
1452.730, 5838.467
1454.659, 5823.892
1456.587, 5812.164
1458.516, 5804.688
1460.444, 5794.574
1462.373, 5776.569
1464.301, 5764.663
1466.229, 5764.521
1468.158, 5760.751
1470.086, 5748.950
1472.015, 5733.891
1473.943, 5721.136
1475.872, 5706.624
1477.800, 5693.164
1479.729, 5692.424
1481.657, 5689.989
1483.586, 5678.052
1485.514, 5665.720
1487.443, 5648.343
1489.371, 5632.124
1491.300, 5620.974
1493.228, 5615.251
1495.156, 5617.020
1497.085, 5607.868
1499.013, 5590.786
1500.942, 5582.554
1502.870, 5573.540
1504.799, 5552.411
1506.727, 5536.508
1508.656, 5535.224
1510.584, 5525.550
1512.513, 5502.705
1514.441, 5487.696
1516.370, 5478.944
1518.298, 5471.541
1520.227, 5467.687
1522.155, 5457.902
1524.083, 5447.159
1526.012, 5437.988
1527.940, 5427.666
1529.869, 5421.905
1531.797, 5415.771
1533.726, 5408.470
1535.654, 5401.606
1537.583, 5392.972
1539.511, 5380.493
1541.440, 5366.958
1543.368, 5355.036
1545.297, 5343.644
1547.225, 5335.016
1549.154, 5323.245
1551.082, 5305.310
1553.010, 5294.946
1554.939, 5293.667
1556.867, 5287.929
1558.796, 5275.667
1560.724, 5258.467
1562.653, 5240.319
1564.581, 5233.500
1566.510, 5231.438
1568.438, 5224.740
1570.367, 5216.698
1572.295, 5209.457
1574.224, 5202.623
1576.152, 5192.364
1578.081, 5178.556
1580.009, 5165.827
1581.938, 5157.933
1583.866, 5149.184
1585.794, 5137.122
1587.723, 5122.725
1589.651, 5098.963
1591.580, 5083.764
1593.508, 5088.804
1595.437, 5084.754
1597.365, 5068.786
1599.294, 5052.071
1601.222, 5035.722
1603.151, 5031.048
1605.079, 5025.246
1607.008, 5002.864
1608.936, 4982.480
1610.865, 4968.367
1612.793, 4956.463
1614.721, 4946.300
1616.650, 4938.888
1618.578, 4931.279
1620.507, 4911.271
1622.435, 4890.743
1624.364, 4874.035
1626.292, 4862.586
1628.221, 4863.592
1630.149, 4861.467
1632.078, 4851.595
1634.006, 4838.433
1635.935, 4827.578
1637.863, 4818.626
1639.792, 4804.378
1641.720, 4790.146
1643.648, 4782.668
1645.577, 4774.308
1647.505, 4759.692
1649.434, 4745.419
1651.362, 4733.031
1653.291, 4721.227
1655.219, 4711.972
1657.148, 4701.310
1659.076, 4691.788
1661.005, 4684.287
1662.933, 4674.230
1664.862, 4660.702
1666.790, 4647.619
1668.719, 4634.346
1670.647, 4617.073
1672.575, 4605.486
1674.504, 4598.422
1676.432, 4583.734
1678.361, 4571.933
1680.289, 4571.705
1682.218, 4564.460
1684.146, 4552.320
1686.075, 4540.436
1688.003, 4525.945
1689.932, 4511.798
1691.860, 4497.685
1693.789, 4477.657
1695.717, 4461.524
1697.646, 4455.985
1699.574, 4452.301
1701.502, 4451.851
1703.431, 4444.407
1705.359, 4427.563
1707.288, 4411.409
1709.216, 4399.160
1711.145, 4384.312
1713.073, 4369.151
1715.002, 4357.707
1716.930, 4350.042
1718.859, 4344.282
1720.787, 4326.733
1722.716, 4306.026
1724.644, 4296.325
1726.573, 4287.942
1728.501, 4274.972
1730.429, 4264.719
1732.358, 4256.841
1734.286, 4244.198
1736.215, 4230.634
1738.143, 4220.755
1740.072, 4211.318
1742.000, 4201.515
1743.929, 4192.664
1745.857, 4185.706
1747.786, 4176.227
1749.714, 4161.899
1751.643, 4143.149
1753.571, 4127.677
1755.500, 4112.122
1757.428, 4097.885
1759.356, 4091.490
1761.285, 4083.981
1763.213, 4071.394
1765.142, 4061.361
1767.070, 4051.746
1768.999, 4038.614
1770.927, 4025.064
1772.856, 4007.383
1774.784, 3992.370
1776.713, 3985.879
1778.641, 3982.976
1780.570, 3973.999
1782.498, 3960.099
1784.427, 3950.400
1786.355, 3938.787
1788.283, 3923.585
1790.212, 3907.296
1792.140, 3893.703
1794.069, 3882.903
1795.997, 3865.604
1797.926, 3851.288
1799.854, 3846.868
1801.783, 3842.150
1803.711, 3833.966
1805.640, 3818.691
1807.568, 3800.963
1809.497, 3784.320
1811.425, 3771.331
1813.354, 3759.998
1815.282, 3749.872
1817.210, 3742.076
1819.139, 3732.482
1821.067, 3717.249
1822.996, 3701.224
1824.924, 3691.835
1826.853, 3686.223
1828.781, 3673.714
1830.710, 3658.874
1832.638, 3645.773
1834.567, 3633.530
1836.495, 3625.972
1838.424, 3617.484
1840.352, 3604.561
1842.281, 3591.914
1844.209, 3578.203
1846.137, 3560.137
1848.066, 3544.125
1849.994, 3533.941
1851.923, 3527.190
1853.851, 3520.977
1855.780, 3508.238
1857.708, 3490.958
1859.637, 3476.451
1861.565, 3462.859
1863.494, 3453.748
1865.422, 3445.893
1867.351, 3427.363
1869.279, 3410.134
1871.208, 3397.542
1873.136, 3383.826
1875.064, 3373.479
1876.993, 3369.653
1878.921, 3359.954
1880.850, 3346.145
1882.778, 3336.072
1884.707, 3322.677
1886.635, 3303.913
1888.564, 3291.704
1890.492, 3286.613
1892.421, 3278.232
1894.349, 3269.380
1896.278, 3256.892
1898.206, 3242.135
1900.135, 3229.840
1902.063, 3219.960
1903.991, 3212.881
1905.920, 3199.962
1907.848, 3186.864
1909.777, 3178.195
1911.705, 3166.575
1913.634, 3153.157
