##NAMES=Gysinite-(La)
##RRUFFID=R250046
##IDEAL CHEMISTRY=PbLa(CO_3_)_2_(OH)·H_2_O
##LOCALITY=Saima alkaline complex, Liaoning Province, China
##OWNER=Geological Museum of China
##SOURCE=Bin Wu
##DESCRIPTION=Subhedral to anhedral, granular and platy transparent, colourless, or pale yellow crystals  in interstices or enclosed in microcline, aegirine and nepheline. Type sample described in Wu et al (2023)
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R250046
##MEASURED CHEMISTRY=(La_0.93_Pb_0.61_Nd_0.23_Pr_0.14_Sr_0.04_Gd_0.02_Sm_0.01_Eu_0.01_Ca_0.01_)(CO_3_)_2_(OH)_1.34_·0.66H_2_O ; The OH group was calculated from the stoichiometry, and the number of water molecules was calculated based on the sum of (OH+H2O) = 2 atoms per formula unit (apfu)
##DIFFRACTION SAMPLE DESCRIPTION=Powder, diffraction profile is calculated
##CELL PARAMETERS=a: 5.0591 b: 8.5899 c: 7.3987 alpha: 90 beta: 90 gamma: 90 volume: 321.52 crystal system: orthorhombic
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=532

X,Y
101.122,16347.5
102.771,16817.6
104.42,17357.6
106.069,17984.3
107.717,19128.6
109.365,20218.6
111.012,20644.4
112.66,21241.8
114.307,21415.9
115.953,21230.2
117.6,21121.8
119.246,21265.6
120.891,21339.5
122.537,21054.8
124.182,21248.8
125.827,21456.6
127.471,21161.1
129.115,21207.7
130.759,21281.7
132.403,21171.7
134.046,21353.7
135.689,21088.4
137.332,21156.4
138.974,21190.8
140.616,21366.9
142.258,21594.9
143.899,21496.9
145.54,21552.8
147.181,21931.8
148.821,21946.7
150.461,22225.3
152.101,22176.1
153.741,22384.7
155.38,22387.4
157.019,22731.9
158.657,22693.5
160.295,22400.2
161.933,22375.4
163.571,22727.8
165.208,22843.6
166.845,22954.9
168.482,22861.4
170.118,22596.8
171.754,22877.8
173.39,22868.3
175.026,22791.6
176.661,22685.9
178.296,22476
179.93,22700.6
181.564,22400.4
183.198,22296
184.832,22223.7
186.465,22273.8
188.098,22124.9
189.731,22075.5
191.363,21895.9
192.995,21777.5
194.627,21783.1
196.258,21854.7
197.889,21891.1
199.52,21634.5
201.151,21735.3
202.781,21814.5
204.411,21978.2
206.04,21796.7
207.67,21843.8
209.298,21924.7
210.927,21870.5
212.555,21862.4
214.183,21872.7
215.811,21675.6
217.439,21841
219.066,21732.9
220.692,21730.9
222.319,21630.5
223.945,21494.7
225.571,21335.7
227.197,21319.8
228.822,21423.8
230.447,21354
232.071,21391.9
233.696,21531.4
235.32,21219.8
236.943,21268.5
238.567,21032.3
240.19,20748.1
241.813,20510.2
243.435,20535.6
245.057,20218.9
246.679,20239.7
248.301,19936.6
249.922,19797
251.543,19810
253.164,19608.5
254.784,19238.8
256.404,19223.9
258.024,19144.1
259.643,18820.4
261.262,18686.5
262.881,18748.8
264.5,18684.3
266.118,18945.9
267.736,18544.6
269.353,18554.3
270.971,18466.5
272.588,18573.6
274.204,18408.6
275.821,18627.1
277.437,18551.7
279.053,18440.6
280.668,18521.5
282.283,18422.8
283.898,18661.7
285.513,18186.6
287.127,18530.9
288.741,18535.9
290.354,18458.8
291.968,18589.4
293.581,18685.9
295.193,18753
296.806,18714.7
298.418,18640.7
300.03,18805.5
301.641,18796.7
303.252,18747.4
304.863,18744.8
306.474,18680
308.084,18973.9
309.694,18957.3
311.304,18981
312.913,18992.4
314.522,19143.6
316.131,18865.9
317.739,19286.1
319.348,19173.1
320.955,19279.3
322.563,19461.8
324.17,19412.6
325.777,19287.1
327.384,19485.3
328.99,19780
330.596,19810.2
332.202,20100.5
333.807,20182.2
335.413,20377.6
337.017,20245.8
338.622,20402.4
340.226,20510.7
341.83,20706.3
343.434,21025.1
345.037,20957.4
346.64,21101.7
348.243,21319.4
349.845,21566.8
351.447,21648.9
353.049,21674.9
354.651,22370.6
356.252,22485.7
357.853,22675.8
359.453,23100.3
361.054,22964
362.654,23213.7
364.253,23543.2
365.853,23449.1
367.452,24063.3
369.051,24083.5
370.649,24424.3
372.247,24652.7
373.845,24497.7
375.443,24636.9
377.04,24854.4
378.637,24948.3
380.234,24794.8
381.83,24862.2
383.426,24658.5
385.022,24754
386.618,24816.6
388.213,24598.7
389.808,24313.3
391.402,24394.7
392.997,24196.9
394.591,24035.2
396.184,23992.6
397.778,23763.3
399.371,23692.4
400.964,23371.9
402.556,23137.7
404.148,22961.4
405.74,22788.2
407.332,22591.4
408.923,22440.1
410.514,22064
412.105,21906.2
413.695,21784.5
415.285,21631.4
416.875,21440.4
418.465,21167.5
420.054,21059.8
421.643,20890.6
423.232,20792.3
424.82,20489.2
426.408,20485.1
427.996,20348.8
429.583,20267.6
431.17,20120.1
432.757,20082.9
434.344,19867.6
435.93,19863.5
437.516,19914.5
439.102,19706.9
440.687,19663.3
442.272,19454
443.857,19434
445.441,19396.6
447.025,19221.9
448.609,19220.7
450.193,19213.3
451.776,19224.8
453.359,19073.6
454.942,18983.9
456.524,19338.3
458.106,19267.6
459.688,19144.7
461.27,19140.4
462.851,19071.3
464.432,19233
466.012,19029.4
467.593,19116.8
469.173,19280.2
470.752,18997.3
472.332,18964.4
473.911,18990.2
475.49,18984.2
477.068,19130.3
478.647,19198.9
480.225,19246.8
481.802,18952.4
483.38,19176.3
484.957,19091.1
486.533,19367.5
488.11,19137.9
489.686,18943.2
491.262,19213.3
492.838,19256.6
494.413,19272.9
495.988,19232
497.563,19156.2
499.137,19201.1
500.711,19158.6
502.285,19373.5
503.859,19548.7
505.432,19304.4
507.005,19336.7
508.577,19405.5
510.15,19339.1
511.722,19449.3
513.294,19720.2
514.865,19665
516.436,19496.8
518.007,19524.3
519.578,19456.3
521.148,19897.8
522.718,19780.5
524.288,19699.8
525.857,19630.1
527.426,19790
528.995,19728.3
530.564,19763.9
532.132,19737.3
533.7,19798.4
535.268,19779.7
536.835,20051.4
538.402,20021.7
539.969,19843.5
541.536,20104.1
543.102,19954.6
544.668,19781.1
546.233,19930.1
547.799,19825.2
549.364,19995.1
550.929,19998.8
552.493,19991.3
554.057,20030.2
555.621,19934.8
557.185,19825
558.748,19852.7
560.311,20099.5
561.874,19909.7
563.436,19865.4
564.998,19886.7
566.56,19904.8
568.122,19581.8
569.683,19487.8
571.244,19520.3
572.805,19378.1
574.365,19556.4
575.925,19475.1
577.485,19334.4
579.044,19275.5
580.604,19309.5
582.163,19043.7
583.721,19331.2
585.28,19031.5
586.838,19165
588.396,19046.6
589.953,18998.8
591.51,18893.1
593.067,18880.6
594.624,18622.2
596.18,18842.6
597.736,18717.5
599.292,18475.1
600.847,18597.5
602.403,18519
603.957,18485.4
605.512,18283
607.066,18241.3
608.62,18336.4
610.174,18127.4
611.728,18090.5
613.281,18158.3
614.834,17818.7
616.386,17733.4
617.939,17920.3
619.491,17741.6
621.042,17770.7
622.594,17535.5
624.145,17564.5
625.696,17508.1
627.246,17548.5
628.797,17598.5
630.347,17311.4
631.896,17140.3
633.446,17296.8
634.995,17311.3
636.544,17288.7
638.092,17342
639.64,17201.5
641.188,17094.8
642.736,17136.8
644.283,17133.5
645.831,17169
647.377,17181.9
648.924,17369.4
650.47,17002.3
652.016,17002.2
653.562,17076.5
655.107,17070
656.652,16938.8
658.197,16906.3
659.742,17124.8
661.286,16962.8
662.83,16863.9
664.374,16930.2
665.917,16868.5
667.46,16868.4
669.003,16831
670.546,16949.2
672.088,16983.2
673.63,17127.4
675.171,16945.7
676.713,16926.1
678.254,17007.1
679.795,16919.4
681.335,17049.1
682.876,17013.3
684.416,17000.2
685.955,17221
687.495,17156
689.034,17186.8
690.573,17352.4
692.111,17627.1
693.649,17773.4
695.187,17872.6
696.725,18155.6
698.262,18367.1
699.8,18466.5
701.336,18214.5
702.873,17869.6
704.409,17718.3
705.945,17513.2
707.481,17604.3
709.016,17441.5
710.551,17099.4
712.086,17232.9
713.621,17390.9
715.155,17416.9
716.689,17464.1
718.223,17827.7
719.756,17850.5
721.289,17772.3
722.822,17589.6
