##NAMES=Miyawakiite-(Y)
##RRUFFID=R250122
##IDEAL CHEMISTRY=[box]Y_4_Fe_2_(Si_8_O_20_)(CO_3_)_4_(H_2_O)_3_
##LOCALITY=Suishoyama, Kawamata, Fukushima, Japan
##OWNER=National Museum of Nature and Science, Tsukuba, Japan
##SOURCE=Daisuke Nishio-Hamane
##DESCRIPTION=Transparent  pale-yellow tiny crystals of granular, plate-like, or columnar shape. Type sample, described in Nishio-Hamane et al (2024)
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R250122
##MEASURED CHEMISTRY=([box]_0.70_K_0.30_)(Y_2.95_Dy_0.21_Yb_0.12_Er_0.10_Gd_0.08_Sm_0.02_Tb_0.01_Ca_0.33_)(Fe^2+^_1.14_Mg_0.48_Mn_0.24_)Si_8_C_4_O_31.42_[(H_2_O)_2.70_(OH)_0.30_] ; Calculated on the basis of 4 C and 8 Si atoms per formula unit (apfu)
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##CELL PARAMETERS=a: 17.53637 b: 17.53637 c: 9.55702 alpha: 90 beta: 90 gamma: 90 volume: 2939.02 crystal system: tetragonal
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=532


#Wave,#Intensity
1834.13281,78070.39844
1835.70313,78399.69531
1837.27148,77776.67969
1838.83984,78110.77344
1840.4082,77898.49219
1841.97656,78141.375
1843.54492,77940.03125
1845.11328,78599.05469
1846.67969,78184.91406
1848.24805,78544.70313
1849.81445,78690.17969
1851.38086,78162.23438
1852.94727,78463.85156
1854.51172,78213.34375
1856.07813,78145.78906
1857.64258,78289.73438
1859.20703,78320.04688
1860.77148,78092.96875
1862.33594,78308.04688
1863.90039,78319.41406
1865.46289,78401.89063
1867.02734,78214.13281
1868.58984,78495.78906
1870.15234,78584.66406
1871.71484,77950.85156
1873.27539,77939.98438
1874.83789,78604.66406
1876.39844,78429.35156
1877.95898,78247.63281
1879.51953,78319.11719
1881.08008,78415.96875
1882.64063,78305.38281
1884.19922,78817.28125
1885.75977,78055.54688
1887.31836,77979.67188
1888.87695,78466.44531
1890.43555,78192.44531
1891.99414,78121.28906
1893.55078,77721.80469
1895.10742,78186.69531
1896.66602,78223.375
1898.22266,78036.30469
1899.7793,77807.88281
1901.33398,78396.99219
1902.89063,78027.21094
1904.44531,78133.75781
1906.00195,78165.67969
1907.55664,77681.21094
1909.11133,77897.39844
1910.66406,78065.98438
1912.21875,77531.89063
1913.77148,77700.46094
1915.32617,78069.50781
1916.87891,77881.89063
1918.43164,77562.11719
1919.98242,78112.78125
1921.53516,77399.72656
1923.08594,77866.1875
1924.63867,77823.23438
1926.18945,77850.34375
1927.74023,77979.41406
1929.28906,77993.8125
1930.83984,77518.89844
1932.39063,77952.45313
1933.93945,77742.01563
1935.48828,78164.625
1937.03711,78032.29688
1938.58594,78515.75781
1940.13281,77612.67188
1941.68164,78311.70313
1943.22852,77917.46094
1944.77539,77733.82813
1946.32227,77808.84375
1947.86914,78246.5
1949.41602,78184.23438
1950.96094,78107.55469
1952.50781,78462.41406
1954.05273,78022.83594
1955.59766,78022.82031
1957.14258,78195.53125
1958.6875,77882
1960.23047,78225.94531
1961.77344,77921.88281
1963.31836,77798.57031
1964.86133,78341.22656
1966.4043,78107.44531
1967.94531,77956.85156
1969.48828,77599.53125
1971.0293,78040.02344
1972.57227,78302.79688
1974.11328,78049.51563
1975.6543,78227.40625
1977.19336,78099.07813
1978.73438,77821.52344
1980.27344,77901.60938
1981.81445,78094.04688
1983.35352,78110.00781
1984.89258,78342.6875
1986.43164,77934.82031
1987.96875,78347.42188
1989.50781,77896.00781
1991.04492,77850.875
1992.58203,78344.03906
1994.11914,78157.53125
1995.65625,78191.1875
1997.19336,77808.39844
1998.72852,78208.66406
2000.26563,78395.14063
2001.80078,77865.74219
2003.33594,78155.21094
2004.87109,78148.64063
2006.4043,77696.11719
2007.93945,78091.99219
2009.47266,78095.05469
2011.00781,77980.51563
2012.54102,78164
2014.07227,77833.47656
2015.60547,77913.83594
2017.13867,78255.39844
2018.66992,78345.53906
2020.20313,77703.49219
2021.73438,78467.85156
2023.26563,77882.03125
2024.79492,78202.92969
2026.32617,77754.00781
2027.85547,78036.25781
2029.38672,77632.32031
2030.91602,78064.85938
2032.44531,77802.91406
2033.97461,78095.08594
2035.50195,77694.04688
2037.03125,77970.13281
2038.55859,78042.61719
2040.08594,77872.55469
2041.61328,77899.75
2043.14063,77820.17969
2044.66797,77840.89063
2046.19531,78036.40625
2047.7207,78160.75781
2049.24609,78503.74219
2050.77148,78108.40625
2052.29688,77839.23438
2053.82227,77715.76563
2055.34766,77977.89844
2056.87109,77992.15625
2058.39453,77447.14844
2059.91797,77513.1875
2061.44141,78135.5
2062.96484,78039.48438
2064.48828,77584.875
2066.00977,77725.61719
2067.5332,77981.65625
2069.05469,78013.76563
2070.57617,77628.57813
2072.09766,77759.6875
2073.61719,77385.65625
2075.13867,77351.03906
2076.6582,77498.40625
2078.17969,77949.77344
2079.69922,77977.00781
2081.2168,77599.36719
2082.73633,77787.54688
2084.25586,77356.02344
2085.77344,77991.65625
2087.29102,77691.8125
2088.81055,77946.875
2090.32813,77694.10156
2091.84375,77781.54688
2093.36133,77903.21875
2094.87695,77414.0625
2096.39453,77931.63281
2097.91016,77758.42969
2099.42578,77749.78125
2100.94141,77806.34375
2102.45703,77993.375
2103.9707,77767.82813
2105.48438,77509.5625
2107,77704.79688
2108.51367,77873.98438
2110.02734,77693.92188
2111.53906,78052.5625
2113.05273,77477.27344
2114.56445,77829.46875
2116.07813,77531.60938
2117.58984,77637.21875
2119.10156,77393.125
2120.61328,77995.67188
2122.12305,77473.60156
2123.63477,78037.15625
2125.14453,77627.72656
2126.6543,77484.78906
2128.16406,77873.59375
2129.67383,77756.82031
2131.18359,77489.40625
2132.69141,77590.26563
2134.20117,77661.6875
2135.70898,77435.01563
2137.2168,77675.17188
2138.72461,77784.32813
2140.23242,77154.35156
2141.73828,77381.46094
2143.24609,77780.82813
2144.75195,77457.125
2146.25781,77438.38281
2147.76367,77970.875
2149.26953,77627.3125
2150.77539,77692.28906
2152.2793,77164.65625
2153.78516,77556.29688
2155.28906,77458.69531
2156.79297,77466.17969
2158.29688,77263.35938
2159.79883,77287.23438
2161.30273,77131.95313
2162.80469,77474.72656
2164.30859,78103.73438
2165.81055,77343.28906
2167.3125,76819.41406
2168.81445,77576.99219
2170.31445,76894.95313
2171.81641,77047.14063
2173.31641,76791.10156
2174.81641,77004.24219
2176.31641,76645.96875
2177.81641,77030.47656
2179.31641,77352.52344
2180.81445,77526.38281
2182.31445,77327.78906
2183.8125,77193.41406
2185.31055,77362.38281
2186.80859,76886.54688
2188.30664,76908.70313
2189.80273,77105.75
2191.30078,76558.60156
2192.79688,76892.65625
2194.29297,76802.54688
2195.78906,76854.40625
2197.28516,76772.5
2198.78125,76849.14063
2200.27539,76829.97656
2201.77148,76473.67188
2203.26563,77130.47656
2204.75977,76656.69531
2206.25391,76404.29688
2207.74805,76962.24219
2209.24023,76719.71875
2210.73438,76611.125
2212.22656,76687.83594
2213.71875,76592.42969
2215.21094,77091.34375
2216.70313,76740.94531
2218.19531,76731.60156
2219.68555,76559.89844
2221.17773,76871.96094
2222.66797,76484.75781
2224.1582,76730.61719
2225.64844,76712.94531
2227.13867,76731.75
2228.62695,76694.16406
2230.11719,76956.83594
2231.60547,76735.08594
2233.09375,76929.82031
2234.58203,76678.08594
2236.07031,76740.04688
2237.55859,76307.15625
2239.04492,76840.78125
2240.5332,76768.23438
2242.01953,76551.08594
2243.50586,76383.71094
2244.99219,76648.46875
2246.47852,76313.10156
2247.96289,76772.51563
2249.44922,76946.01563
2250.93359,76495.70313
2252.41797,76757.39844
2253.90234,76396.73438
2255.38672,76492.03906
2256.87109,76597.36719
2258.35352,76962.53125
2259.83789,76629.91406
2261.32031,76537.07031
2262.80273,76872.42969
2264.28516,76524.58594
2265.76758,76838.39844
2267.24805,76442.03906
2268.73047,76485.79688
2270.21094,76471.17969
2271.69141,76803.57031
2273.17188,76713.91406
2274.65234,76749.39063
2276.13281,76259.02344
2277.61133,76603.3125
2279.0918,76677.1875
2280.57031,77006.66406
2282.04883,76744.82031
2283.52734,76945.75781
2285.00586,76498.27344
2286.48242,76662.45313
2287.96094,76390.28906
2289.4375,76504.32813
2290.91406,76591.65625
2292.39063,76740.91406
2293.86719,76505.33594
2295.34375,76067.14063
2296.82031,76377.08594
2298.29492,76878.03125
2299.76953,76017.59375
2301.24414,76188.66406
2302.71875,76552.48438
2304.19336,76153.96094
2305.66797,76524.60938
2307.14063,76402.52344
2308.61523,76266.97656
2310.08789,76552.32031
2311.56055,76649.90625
2313.0332,76653.57031
2314.50586,76457.53125
2315.97656,76159.02344
2317.44922,76515.125
2318.91992,76335.71875
2320.39063,76529.07813
2321.86133,76806.50781
2323.33203,76517.82813
2324.80273,76714.69531
2326.27148,75787.15625
2327.74023,76800.99219
2329.21094,76446.48438
2330.67969,76685.52344
2332.14844,76635.3125
2333.61719,76551.42969
2335.08398,76640.84375
2336.55273,76910.39844
2338.01953,76979.71094
2339.48633,77022.10156
2340.95313,77529.35156
2342.41992,77364.66406
2343.88672,77895.76563
2345.35156,77931.61719
2346.81836,77623.625
2348.2832,78146.65625
2349.74805,78690.125
2351.21289,78559.17969
2352.67773,78551.32031
2354.14258,78686.875
2355.60547,79058.73438
2357.07031,78384.22656
2358.5332,78982.39844
2359.99609,78701.03906
2361.45898,78811.39844
2362.92188,78335.61719
2364.38281,78924.10156
2365.8457,78373.78906
2367.30664,78561.90625
2368.76758,78099.20313
2370.22852,77742.83594
2371.68945,77893.71875
2373.15039,78097.10156
2374.60938,77452.86719
2376.07031,77766.24219
2377.5293,77015.03906
2378.98828,77154.05469
2380.44727,77179.66406
2381.90625,77190.04688
2383.36523,76973.42188
2384.82227,77115.91406
2386.28125,76850.03125
2387.73828,76628.10938
2389.19531,76546.82031
2390.65234,77021.6875
2392.10938,76604.60156
2393.56445,76404.49219
2395.02148,76674.29688
2396.47656,76448.65625
2397.93164,76346.83594
2399.38672,76253.45313
2400.8418,76511.53906
2402.29688,76509.86719
2403.75098,76324.71094
2405.20508,76110.60156
2406.6582,76263.47656
2408.11231,75964.27344
2409.56543,76518.40625
2411.01758,76190.21094
2412.4707,76446.96875
2413.92285,75921.28125
2415.375,76836.55469
2416.82617,76150.75781
2418.27734,76715.78906
2419.72852,76513.19531
2421.17969,76286.6875
2422.62988,76642.57031
2424.08008,76293.32813
2425.53027,76284.71875
2426.97949,76538.55469
2428.42871,76628.85156
2429.87793,76637.33594
2431.32715,76344
2432.77539,76331.96094
2434.22363,76638.92188
2435.6709,76347.10156
2437.11914,76635.40625
2438.56641,76659.24219
2440.01367,76251.14063
2441.45996,76703.52344
2442.90625,76886.21875
2444.35254,76973.3125
2445.79883,77200.55469
2447.24414,77014.30469
2448.68945,77103.17188
2450.13477,77183.53125
2451.5791,77279.30469
2453.02344,77381.95313
2454.46777,78160.36719
2455.91113,78338.51563
2457.35547,78381.52344
2458.79883,78652.20313
2460.24121,79145.5625
2461.68359,79359.99219
2463.12598,79524.82813
2464.56836,79655.46094
2466.01074,80690.84375
2467.45215,79718.07813
2468.89356,80819.01563
2470.33398,80521.38281
2471.77441,80957.55469
2473.21484,80723.28906
2474.65527,81250.59375
2476.09473,81640.83594
2477.53516,81542.125
2478.97363,81705.99219
2480.41309,81445.85938
2481.85156,81225.11719
2483.29004,81476.60156
2484.72852,81264.35156
2486.16602,81002.1875
2487.60352,80391.04688
2489.04102,80596.14063
2490.47754,80534.82813
2491.91406,80449.40625
2493.35059,80388.03125
2494.78711,79667.75781
2496.22266,80046.67188
2497.6582,79499.85156
2499.09375,79214.44531
2500.52832,79576.26563
2501.96289,79170.21875
2503.39746,78910.40625
2504.83203,78483.38281
2506.26563,78664.40625
2507.69922,78364.6875
2509.13184,78032.08594
2510.56543,78118.29688
2511.99805,78221.78125
2513.43066,77826.85938
2514.86231,77959.64063
2516.29394,77825.03906
2517.72559,78021.71875
2519.15723,77376.13281
2520.58789,77457.125
2522.01856,76966.57813
2523.44922,77655.46094
2524.87891,77066.28125
2526.30859,76991.75781
2527.73828,77255.91406
2529.16797,76731.97656
2530.59668,76653.86719
2532.02539,76705.41406
2533.4541,76891.88281
2534.88184,76523.125
2536.30957,75768.38281
2537.73731,76193.57813
2539.16504,75911
2540.5918,76570.10156
2542.01856,76592.24219
2543.44434,76306.09375
2544.87109,76111.64063
2546.29688,76610.16406
2547.72266,76046.55469
2549.14746,75886.59375
2550.57227,76232.78906
2551.99707,76476.8125
2553.42188,75900.57813
2554.8457,76410.03125
2556.26953,76621.25781
2557.69336,75817.35938
2559.11621,76092.76563
2560.54004,75689.47656
2561.96289,76011.83594
2563.38477,76006.07813
2564.80664,75616.41406
2566.22949,75464.61719
2567.65039,75707.23438
2569.07227,75821.32813
2570.49316,75975.44531
2571.91406,75747.07813
2573.33398,76083.84375
2574.75488,75989.34375
2576.17481,75860
2577.59375,76191.75781
2579.01367,76203.38281
2580.43262,75924.27344
2581.85156,75749.52344
2583.26953,76203.42188
2584.68848,76195.88281
2586.10644,75911.30469
2587.52344,75534.25781
2588.94141,76185.40625
2590.3584,75836.14844
2591.77539,75612.28906
2593.19141,76071.99219
2594.6084,75617.82813
2596.02344,76068.98438
2597.43945,75501.20313
2598.85547,75877.45313
2600.27051,75799.95313
2601.68555,76061.16406
2603.09961,76147.82031
2604.51367,76260.71875
2605.92773,75849.51563
2607.3418,75899.48438
2608.75488,75599.89844
2610.16894,75877.08594
2611.58106,76129.89844
2612.99414,75573.09375
2614.40625,75927.39063
2615.81836,76047.38281
2617.23047,75752.70313
2618.6416,75657.42188
2620.05273,75999.75
2621.46387,75683.85938
2622.875,75928.24219
2624.28516,75783.85938
2625.69531,75667.45313
2627.10547,75764.77344
2628.51465,76244.21094
2629.92383,75929.71875
2631.33301,76095.52344
2632.74121,76156.16406
2634.15039,76016.85938
2635.55859,75845.92188
2636.96582,75980.23438
2638.37402,75893.45313
2639.78125,76261.29688
2641.18848,76516.90625
2642.59473,76189.57813
2644.00098,75484.47656
2645.40723,76326.85156
2646.81348,75890.33594
2648.21973,76049.44531
2649.625,75964.26563
2651.0293,76267.61719
2652.43457,75955.58594
2653.83887,76130.64844
2655.24316,76400.77344
2656.64746,76296.20313
2658.05078,75697.04688
2659.45508,76310.49219
2660.85742,75672.35938
2662.26074,75703.14063
2663.66309,76177.78906
2665.06543,75940.90625
2666.46777,75770.88281
2667.86914,76124.21094
2669.27148,76066.95313
2670.67188,75773.42969
2672.07324,75405.71094
2673.47363,75695.73438
2674.87402,75992.92969
2676.27441,75614.4375
2677.67481,75851.71875
2679.07422,75695.46094
2680.47363,75916.95313
2681.87207,75827.73438
2683.27148,76081.125
2684.66992,75758.71094
2686.06738,75957.40625
2687.46582,75571.21094
2688.86328,75805.28906
2690.26074,76065.97656
2691.6582,76298.46875
2693.05469,75995.14844
2694.45117,76098.57031
2695.84766,75593.38281
2697.24316,75769.32031
2698.63867,75786.01563
2700.03418,76195.74219
2701.42969,76063.78125
2702.82422,75972.5
2704.21973,75785.51563
2705.61328,75672.875
2707.00781,76090.04688
2708.40137,76165.29688
2709.79492,76029.60156
2711.18848,76127.91406
2712.58106,75986.82813
2713.97363,75662.97656
2715.36621,75816.25781
2716.75879,75685.66406
2718.15039,75938.39844
2719.54199,75635.57031
2720.93359,75435.60938
2722.32422,75615.61719
2723.71484,75486.60938
2725.10547,75773.28906
2726.49609,76113.39063
2727.88574,75692.91406
2729.27539,75910.46094
2730.66504,75761.80469
2732.05371,75858.51563
2733.44336,76325.24219
2734.83203,75338.60156
2736.21973,75913.95313
2737.6084,75960.91406
2738.99609,75723.0625
2740.38379,75971.19531
2741.77051,75690.50781
2743.15723,75753.47656
2744.54394,75923.35938
2745.93066,75817.10938
2747.31641,76092.22656
2748.70313,75764.91406
2750.08789,76230.89063
2751.47363,76165.61719
2752.8584,75900.54688
2754.24316,76313.28906
2755.62793,75546.72656
2757.01172,76296.875
2758.39648,76245.80469
2759.78027,76023.32031
2761.16309,76206.10938
2762.54688,76424.69531
2763.92969,76071.6875
2765.31152,76127.71875
2766.69434,75824.54688
2768.07617,76127.21875
2769.45801,76042.03906
2770.83984,76164.25781
2772.2207,76236.44531
2773.60156,75600.23438
2774.98242,75879.88281
2776.36328,75955.61719
2777.74316,75743.19531
2779.12305,76058.82813
2780.50293,76267.14063
2781.88184,76235.53906
2783.26074,76151.96094
2784.63965,76281.57031
2786.01856,75927.35938
2787.39648,75965.55469
2788.77441,76152.55469
2790.15234,76244.59375
2791.53027,76013.83594
2792.90723,76545.36719
2794.28418,76136.9375
2795.66113,75758.85156
2797.03711,75922.67969
2798.41309,76072.20313
2799.78906,75817.77344
2801.16504,75951.16406
2802.54004,76037.89844
2803.91504,76047.40625
2805.29004,75663.36719
2806.66406,75847.14063
2808.03906,76243.11719
2809.41211,76279.625
2810.78613,75539.22656
2812.16016,76269.9375
2813.5332,76561.9375
2814.90527,76276.42188
2816.27832,76086.17188
2817.65039,76245.08594
2819.02246,76611.11719
2820.39453,76267.73438
2821.7666,76280.86719
2823.13769,76537.21094
2824.50879,76546.78125
2825.87891,76500.48438
2827.25,76232.4375
2828.62012,76829.72656
2829.98926,76547.21094
2831.35938,76206.85156
2832.72852,76707.05469
2834.09766,77012.57031
2835.4668,77251.42969
2836.83496,77297.22656
2838.2041,77689.6875
2839.57129,77119.79688
2840.93945,77729.10938
2842.30664,77545.58594
2843.67481,78167.86719
2845.04102,78224.71875
2846.4082,78404.5
2847.77441,78748.875
2849.14063,79131.35156
2850.50684,79562.8125
2851.87207,79871.42188
2853.23731,79999.21094
2854.60254,80702.53125
2855.96777,81400.70313
2857.33203,81778.6875
2858.69629,82361.4375
2860.06055,82982.44531
2861.42481,83313.85938
2862.78809,84192.57031
2864.15137,84609.50781
2865.51367,85322.04688
2866.87695,85891.64844
2868.23926,85772.42188
2869.60156,86012.25
2870.96387,86723.78906
2872.32519,86515.74219
2873.68652,86351.16406
2875.04785,86966.98438
2876.4082,86849.61719
2877.76953,86165.69531
2879.12988,86307.82031
2880.48926,86566.25
2881.84961,86563.15625
2883.20898,86783.57031
2884.56836,87285.78125
2885.92676,87428.24219
2887.28613,87168.92188
2888.64453,88086.125
2890.00293,88245.17969
2891.36035,88344.25781
2892.71777,88203.17969
2894.07519,88345.96094
2895.43262,88630.78125
2896.79004,89114.15625
2898.14648,89588.61719
2899.50293,89331.04688
2900.8584,89548.85938
2902.21484,89952.60156
2903.57031,90197.94531
2904.92578,90680.34375
2906.28027,91598.67188
2907.63477,92488.17969
2908.98926,93640.66406
2910.34375,94045.64844
2911.69824,95125.89063
2913.05176,96405.47656
2914.40527,97656.34375
2915.75781,98139.08594
2917.11133,99476.59375
2918.46387,100575.3672
2919.81641,101259.8828
2921.16797,102849.0781
2922.52051,103795.625
2923.87207,104837.5781
2925.22363,105227.2813
2926.57422,105809.1172
2927.92481,106813.6484
2929.27539,106988.1016
2930.62598,106674.1094
2931.97559,107161.5078
2933.32617,106807.1484
2934.67481,107214.2031
2936.02441,106017.4375
2937.37305,106470.2734
2938.72266,105373.6328
2940.07031,105146.8047
2941.41894,104540.5625
2942.7666,103567.5234
2944.11426,103138.5469
2945.46191,102128.1719
2946.80859,101188.9219
2948.15625,100265.8125
2949.50293,99333.16406
2950.84863,98334.08594
2952.19531,96993.25781
2953.54102,95951.10938
2954.88672,95378.5625
2956.23144,95097.77344
2957.57715,94192.39063
2958.92188,93152.54688
2960.26563,92343.80469
2961.61035,91406.09375
2962.9541,90148.1875
2964.29785,90031.49219
2965.6416,89368.60156
2966.98438,88243.8125
2968.32813,87819.45313
2969.6709,87159.41406
2971.01269,86210.19531
2972.35547,85588.23438
2973.69727,85234.8125
2975.03906,84358.30469
2976.37988,83682.19531
2977.7207,83107.13281
2979.0625,82496.84375
2980.40234,82433.61719
2981.74316,81364.00781
2983.08301,81958.65625
2984.42285,81163.26563
2985.76269,80255.0625
2987.10156,80617.41406
2988.44141,79987.33594
2989.7793,78956.57031
2991.11816,79440.6875
2992.45606,78883.83594
2993.79492,78699.72656
2995.13184,78912.59375
2996.46973,78320.21094
2997.80664,78533.07813
2999.14356,78282.21875
3000.48047,78334.36719
3001.81738,78573.22656
3003.15332,78198.35156
3004.48926,78365.14844
3005.82519,78010.42188
3007.16016,78648.97656
3008.49609,77875.99219
3009.83008,78031.73438
3011.16504,78374.49219
3012.5,78280.45313
3013.83398,78727.07813
3015.16797,78020.01563
3016.50098,78198.14844
3017.83496,78670.94531
3019.16797,79151.33594
3020.50098,79266.75781
3021.83301,79667.72656
3023.16504,80283.9375
3024.49707,80878.13281
3025.8291,81717.40625
3027.16113,82406.71875
3028.49219,83280.00781
3029.82324,84433.89844
3031.1543,84886.5
3032.48438,85049.61719
3033.81445,85456.08594
3035.14453,85194
3036.47461,85682.38281
3037.80371,86026.01563
3039.13281,85808.48438
3040.46191,86081.625
3041.79102,85276.46875
3043.11914,85298.55469
3044.44727,85158.8125
3045.77539,84946.46094
3047.10352,84860.55469
3048.43066,84815.55469
3049.75781,83860.28125
3051.08496,83941.66406
3052.41113,83933.69531
3053.73828,84162.25
3055.06445,83962.42969
3056.38965,83824.01563
3057.71582,82906.55469
3059.04102,83151.85156
3060.36621,83378.59375
3061.69043,82848.35938
3063.01563,82582.75
3064.33984,82608.03125
3065.66406,82635.19531
3066.98828,82059.60156
3068.31152,82443.15625
3069.63477,82399.34375
3070.95801,81929.78906
3072.28027,81099.60156
3073.60352,81320.74219
3074.92578,80585.39844
3076.24805,80739.24219
3077.56934,79493.25
3078.89063,78650.55469
3080.21191,78059.94531
3081.5332,77760.84375
3082.85449,76995.875
3084.17481,76799.33594
3085.49512,75773.78125
3086.81445,75784.66406
3088.13477,75434.27344
3089.4541,75227.90625
3090.77344,74673.14063
3092.09277,74406.60938
3093.41113,74244.86719
3094.72949,74259.19531
3096.04785,74073
3097.36621,74614.00781
3098.68359,74079.08594
3100.00098,73789.60156
3101.31836,73835.71875
3102.63477,74166.98438
3103.95215,73669.07813
3105.26856,73880.32813
3106.58496,73654.32031
3107.90039,73629.10156
3109.21582,73618.89063
3110.53125,73687.54688
3111.84668,73686.72656
3113.16211,73101.60156
3114.47656,72897.71094
3115.79102,73064
3117.10547,73798.07031
3118.41894,73182.42188
3119.73242,72942.64063
3121.0459,73235.07813
3122.35938,73081.75781
3123.67188,72956.59375
3124.98438,72769.26563
3126.29688,72886.82031
3127.60938,73252.9375
3128.9209,72892.30469
3130.23242,72772.61719
3131.54394,73097.46875
3132.85547,72768.61719
3134.16602,73029.50781
3135.47656,72841.88281
3136.78711,72499.58594
3138.09766,72943.47656
3139.40723,72931.11719
3140.7168,72596.17188
3142.02637,73134.66406
3143.33496,73037.39844
3144.64453,73047.67969
3145.95313,72857.85156
3147.26172,72815.22656
3148.56934,72765.02344
3149.87695,73034.03125
3151.18457,72823.25781
3152.49219,72943.09375
3153.79981,72866.39844
3155.10644,72708.39063
3156.41309,72308.29688
3157.71875,72636.13281
3159.02539,72619.83594
3160.33106,72961.09375
3161.63672,72337.44531
3162.94238,72232.125
3164.24707,72643.53125
3165.55176,72222.03906
3166.85644,72569.20313
3168.16113,72361.55469
3169.46484,72246.64063
3170.76856,72622.42969
3172.07227,72107.64844
3173.37598,72436.15625
3174.67871,72108.82031
3175.98144,72397.625
3177.28418,72508.26563
3178.58691,72036.57031
3179.88867,72355.88281
3181.19043,72400.14063
3182.49219,72355.21094
3183.79394,72448.83594
3185.09473,72105.78125
3186.39551,71963.90625
3187.69629,72386.11719
3188.99609,72432.3125
3190.29688,72085.17188
3191.59668,72412.60938
3192.89551,72234.51563
3194.19531,71892.83594
3195.49414,72382.05469
3196.79297,71962.28125
3198.0918,72061.70313
3199.39063,71991.8125
3200.68848,71676.38281
3201.98633,71623.50781
3203.28418,71884.75781
3204.58106,72090.875
3205.87793,71744.73438
3207.17481,72303.32031
3208.47168,71743.67969
3209.76758,72037.58594
3211.06445,72062.83594
3212.36035,71672.49219
3213.65527,72427.98438
3214.95117,71671.375
3216.24609,72076.15625
3217.54102,71941.16406
3218.83594,72002.66406
3220.12988,71615.64844
3221.42383,71763.00781
3222.71777,72202.55469
3224.01172,71645.38281
3225.30469,72127.08594
3226.59766,71430.21875
3227.89063,71145.8125
3229.18359,71736.625
3230.47559,71725.52344
3231.76856,71810.00781
3233.05957,71649.74219
3234.35156,71472.20313
3235.64258,71656.14844
3236.93457,71333.11719
3238.22461,71853.92969
3239.51563,71760.49219
3240.80566,71636.39063
3242.09668,71579.25781
3243.38574,72111.99219
3244.67578,71453.42188
3245.96484,71735.33594
3247.25488,71637.92188
3248.54297,71624.80469
3249.83203,71588.67188
3251.12012,71178.61719
3252.4082,71650.59375
3253.69629,71739.10938
3254.98438,71693.36719
3256.27148,71520.95313
3257.55859,71699.6875
3258.8457,71175.91406
3260.13281,71596.5625
3261.41894,72032.74219
3262.70508,71460.69531
3263.99121,71612.67969
3265.27734,71495.71875
3266.5625,72026.35938
3267.84766,71692.21875
3269.13281,71644.40625
3270.41699,71285.05469
3271.70215,72150.70313
3272.98633,71239.21094
3274.27051,71572.21875
3275.55371,72080.46875
3276.83789,71855.57813
3278.12109,71276.36719
3279.40332,71659.6875
3280.68652,71515.45313
3281.96875,71446.29688
3283.25098,71702.69531
3284.5332,71446.61719
3285.81543,71387.03125
3287.09668,71732.23438
3288.37793,71832.69531
3289.65918,71869.5625
3290.94043,71480.16406
3292.2207,71669.36719
3293.50098,71611.66406
3294.78125,71636.91406
3296.06055,71567.59375
3297.34082,72025.30469
3298.62012,71789.95313
3299.89844,71378.75
3301.17773,72018.26563
3302.45606,71338.375
3303.73438,71978.125
3305.01269,71671.00781
3306.29102,72196.99219
3307.56836,71874.32031
3308.8457,72031.14844
3310.12305,72211.24219
3311.39941,72383.67188
3312.67676,71896.28906
3313.95313,72233.22656
3315.22949,71941.14063
3316.50488,72711.91406
3317.78125,72226.14844
3319.05664,72693.16406
3320.33106,72846.51563
3321.60644,73032.85938
3322.88086,73099.10938
3324.15527,72994.80469
3325.42969,73316.98438
3326.7041,73507.42188
3327.97754,73895.76563
3329.25098,73688.70313
3330.52441,74154.82813
3331.79785,74281.51563
3333.07031,74089.92188
3334.34277,74863.11719
3335.61523,74619.13281
3336.88672,74639.17188
3338.15918,74725.26563
3339.43066,74809.44531
3340.70215,74464.19531
3341.97266,74501.70313
3343.24414,74340.9375
3344.51465,74773.125
3345.78516,74711.52344
3347.05469,74517.625
3348.32422,74782.78125
3349.59473,74141.28125
3350.86328,74443.42969
3352.13281,74305.76563
3353.40137,73950
3354.6709,74053.64844
3355.93848,74317.04688
3357.20703,73250.03125
3358.47461,73503.625
3359.74316,73486.42969
3361.00977,73334.73438
3362.27734,72802.82813
3363.54394,72442.29688
3364.81152,73226.42969
3366.07715,73088.21094
3367.34375,72930.42969
3368.60938,72072.03906
3369.87598,72700.54688
3371.1416,72591.38281
3372.40625,72109.25781
3373.67188,72714.6875
3374.93652,72792.96875
3376.20117,71996.0625
3377.46484,72240.32031
3378.72949,72222.78906
3379.99316,72449.57813
3381.25684,72537.64063
3382.52051,71728.17969
3383.7832,71792.66406
3385.0459,71988.23438
3386.30859,71935.39063
3387.57129,71635.95313
3388.83301,71937.28906
3390.0957,71663.17188
3391.35742,72095.8125
3392.61816,71796.16406
3393.87988,72319.08594
3395.14063,71449.23438
3396.40137,71643.08594
3397.66211,72452.42188
3398.92188,72232.90625
3400.18262,72140.74219
3401.44238,72038.74219
3402.70117,71815.08594
3403.96094,71495.21875
3405.21973,71738.35938
